name,id,vio_1,vio_2,vio_3,km,change_acc,avg_speed,collision,collided,max_acc,avg_acc,total_distance,annual_pay,csh_dis,final,payment_due,birth_date,phash
Duong Van Cuong,BFT789945,0.0,1.0,0.0,117.43,663.0,78.73,1.0,2.0,0.55,0.28,11334.0,75000000,-1929077.231,73015965,2/11/24,27/10/94,1cf6dfa67d32c9de40c4c4d23dc2ed7b
Truong Van Dat,BFT608603,2.0,1.0,0.0,194.23,430.0,103.25,0.0,1.0,0.4,0.19,8730.0,50000000,-2466357.461,47388035,22/10/24,15/6/83,3cbb89741ac9b906e7eebb2df0ccc79b
Vu Van Hanh,BFT846206,3.0,1.0,1.0,138.56,445.0,110.21,3.0,0.0,0.41,0.19,9975.0,65000000,1499211.168,66489241,9/1/25,11/9/87,340fb33086c2801e221b835305d28d6b
Duong Van Khanh,BFT570450,3.0,2.0,2.0,140.42,593.0,102.14,1.0,1.0,0.5,0.25,11807.0,250000000,1.0913944E7,260805885,23/10/24,5/7/84,6394d76c0ad62e0882ceec11047cd935
Tran Thi Ngoc,BFT610427,2.0,0.0,1.0,132.54,334.0,69.52,0.0,1.0,0.3,0.15,10013.0,75000000,-5600646.962,69717495,6/10/24,17/8/81,bf93cf6d804fc12ab8ca38058e3cafb9
Le Van Hoai,BFT336420,4.0,2.0,1.0,156.54,486.0,77.75,0.0,1.0,0.43,0.21,5801.0,100000000,-2177604.337,97718890,17/3/25,21/4/84,83650e10670fbcb19d16a3c819277a22
Pham Van Lam,BFT928266,4.0,1.0,0.0,300.0,480.0,102.29,0.0,1.0,0.43,0.21,3487.0,56000000,-2520003.83,53684047,22/8/24,8/9/85,d277ea095b39938e1a4cb9916d8d8843
Truong Van Nam,BFT654076,3.0,3.0,2.0,0.0,528.0,108.21,1.0,2.0,0.46,0.23,13502.0,65000000,3578844.0,68578844,18/6/24,18/11/90,3ab49b674df4f1128268df0cf0d7d033
Hoang Thi Mai,BFT480262,2.0,1.0,1.0,110.54,577.0,73.04,1.0,0.0,0.49,0.25,9636.0,80000000,-1838039.0,78241784,13/12/24,17/1/88,57ba71bd71c7eb57ad7fb87f213120cb
Tran Thi Bao,BFT651268,3.0,3.0,0.0,50.34,180.0,88.87,0.0,0.0,0.2,0.1,6182.0,65000000,-5113137.604,60119189,28/9/24,27/11/82,de0b11d4bdb737a0ba0cc5a88b40c666
Dinh Thi Huong,BFT153315,2.0,0.0,2.0,126.03,743.0,85.16,2.0,1.0,0.6,0.31,8114.0,80000000,2759723.419,82967232,1/10/24,11/1/89,42c30eb1adf3c50c5cff1bc3627f4b8e
Do Thi Mai,BFT389608,4.0,1.0,1.0,151.53,472.0,70.4,0.0,1.0,0.42,0.2,7813.0,87000000,-3518542.5,83716185,11/11/24,11/1/94,bd816ed65791b7da712bd03697209b13
Dinh Van Nam,BFT860024,3.0,2.0,2.0,58.19,822.0,68.8,2.0,0.0,0.66,0.36,4567.0,65000000,3233775.981,68338953,24/12/24,7/3/85,1046ba2b682bdd7315c8a5576acba3c5
Le Van Hanh,BFT822480,2.0,3.0,2.0,109.88,614.0,72.67,0.0,1.0,0.52,0.26,7404.0,75000000,1110532.534,76069706,30/11/24,14/7/97,8ce98e02d69384e1853922d23c91ae00
Bui Thi Minh,BFT360838,6.0,4.0,1.0,69.41,447.0,72.75,3.0,1.0,0.41,0.19,9640.0,50000000,2556005.191,52496311,13/5/25,22/3/90,a54b2a46dc07f2468b7a9353af84e8ed
Le Thi Huong,BFT361350,3.0,2.0,1.0,21.12,552.0,100.35,1.0,2.0,0.48,0.24,9368.0,100000000,1633035.862,101596610,24/12/24,21/12/92,d2e622c999c3b2872de9c022aa246c33
Nguyen Thi My,BFT210682,4.0,2.0,0.0,195.15,759.0,82.86,2.0,0.0,0.61,0.32,10610.0,65000000,1088912.0,66137958,19/6/24,16/8/84,68196bd28aedba5b3743d0db921b9691
Dinh Thi Huyen,BFT409421,3.0,2.0,0.0,135.2,797.0,120.71,2.0,1.0,0.64,0.34,9120.0,75000000,3378413.435,78222447,8/9/24,19/7/89,bf8dbc1479b6e392b9cb23c733f09fa9
Do Van Hoai,BFT478124,3.0,1.0,0.0,111.56,558.0,69.23,1.0,3.0,0.48,0.24,12240.0,45000000,-1167624.981,43940925,11/3/25,13/12/90,e7370c0fa23680a7447b52584bc2a36f
Duong Thi Thanh,BFT882608,3.0,2.0,2.0,35.71,493.0,97.42,3.0,2.0,0.72,0.22,10605.0,75000000,9919392.0,84708713,21/1/25,23/4/82,e3ee0f8e40a77794bcc51666540f21a7
Vu Van Phuc,BFT528868,1.0,1.0,0.0,10.31,471.0,109.17,0.0,1.0,0.42,0.2,9271.0,92000000,-4696118.544,87009166,4/7/24,4/1/88,d5406d4d3fd89d559322755440ddcb0e
Ngo Van Bao,BFT308275,4.0,1.0,1.0,167.79,587.0,102.39,1.0,0.0,0.5,0.25,9671.0,80000000,405459.2254,80405845,20/2/25,5/1/84,bcc5f3b366a44f62376e9c98e688f4f7
Tran Thi Lan,BFT399598,3.0,1.0,0.0,193.63,395.0,83.17,0.0,1.0,0.38,0.17,9356.0,50000000,-3045157.98,46842760,10/11/24,7/2/85,5622ac57eb7667cd0b7e52e62e41a505
Le Thi Tien,BFT303463,3.0,3.0,1.0,85.95,432.0,93.43,0.0,1.0,0.4,0.19,10519.0,80000000,-860687.0,79163976,10/3/25,2/2/85,1710a1231e0218296a6b5979e2bd947c
Ngo Van Manh,BFT448629,3.0,2.0,1.0,82.97,331.0,79.34,0.0,1.0,0.27,0.15,8889.0,120000000,-5160526.786,114799572,7/8/24,13/5/92,f4fc9f0cf9b439d7363373f99234ce3e
Dang Van Thang,BFT538930,1.0,0.0,0.0,153.6,418.0,74.96,0.0,1.0,0.4,0.18,10857.0,56000000,-4674583.0,51325417,16/11/24,28/9/88,5e83369a78af9df44366bb9301c9afbe
Bui Thi Lang,BFT842460,4.0,2.0,1.0,134.76,521.0,105.76,1.0,2.0,0.46,0.23,11642.0,65000000,1503971.386,66649828,14/7/24,18/9/92,13548942089f44a601631232c7cd497a
Hoang Van Bao,BFT156918,5.0,3.0,0.0,97.96,621.0,103.18,1.0,2.0,0.52,0.27,11740.0,80000000,1914126.032,81945469,19/3/25,19/12/87,cedcf7477a3b8455e76fc86a17f10166
Vu Thi Linh,BFT955701,1.0,2.0,2.0,188.05,640.0,120.25,1.0,0.0,0.53,0.27,15518.0,250000000,1.166517018E7,262177858,1/9/24,31/8/83,5e03361920bbb613b57e285806f6df30
Do Thi Dao,BFT975834,3.0,0.0,1.0,85.34,570.0,61.73,1.0,3.0,1.0,0.25,6370.0,65000000,-157496.0,64851475,26/6/24,26/9/98,be181014b94b19ff3e2ba1fe379558c3
Ngo Thi Ngoc,BFT536460,3.0,1.0,0.0,62.05,851.0,101.58,2.0,1.0,0.67,0.37,10020.0,45000000,1104944.014,46192204,21/2/25,20/3/82,43529391862893f0d7856a0e7904685c
Vu Thi Nhan,BFT454193,3.0,2.0,0.0,128.49,692.0,140.0,1.0,1.0,0.56,0.29,7455.0,50000000,1169587.0,51169587,26/5/25,16/2/85,e518f27f258d7c927329d21889722188
Pham Van Linh,BFT246763,2.0,3.0,0.0,300.0,573.0,75.95,1.0,2.0,0.49,0.25,13515.0,75000000,-37761.0,74964038,5/7/24,1/11/81,611d35922d28fb480b586ed81fd63b0d
Do Thi Huyen,BFT395972,4.0,2.0,0.0,71.65,514.0,107.96,1.0,1.0,0.45,0.22,8349.0,56000000,-534710.5764,55439154,2/5/25,21/7/87,e685ac06866a2a27fdef3aa9d1181907
Le Van Linh,BFT341233,1.0,1.0,1.0,57.8,620.0,94.68,1.0,0.0,0.52,0.27,8849.0,80000000,-903828.8,79105120,30/12/24,3/9/86,c53132231e0e3f37fb28fda2dfc56274
Do Thi Mai,BFT302966,3.0,3.0,1.0,183.12,819.0,83.19,2.0,1.0,0.66,0.36,9239.0,75000000,4701969.547,79573784,14/12/24,30/5/92,fa989901e08ce4466f79414409e24da8
Truong Thi Minh,BFT647744,2.0,1.0,0.0,45.71,491.0,51.73,0.0,2.0,0.43,0.21,10607.0,75000000,-5484712.957,69631253,9/9/24,7/12/89,35a0fdf812633480dd1f2bd7f491e95a
Duong Van Phuc,BFT638861,3.0,2.0,3.0,169.33,852.0,119.7,2.0,0.0,0.67,0.37,9134.0,80000000,8779257.204,89104280,31/7/24,7/5/91,f1e4526de035869ce1dd64e17c3b5ba2
Dang Van Linh,BFT588969,4.0,1.0,1.0,166.5,608.0,128.49,1.0,1.0,0.51,0.26,6386.0,65000000,1576495.475,66663352,14/1/25,18/9/90,2cda04f1276f12df84a323386dc663bd
Dinh Van Can,BFT556712,3.0,2.0,2.0,107.13,717.0,73.07,2.0,1.0,0.59,0.31,12108.0,50000000,3037899.993,52848989,10/1/25,20/11/84,21d376518197dc2f72b5cd0e4cf46245
Nguyen Van Vinh,BFT150429,1.0,1.0,0.0,50.44,555.0,79.0,1.0,2.0,0.48,0.24,7715.0,87000000,-3256338.0,83630795,15/3/25,23/10/99,dfc989a8ba5949da46e476f9c88a5e8c
Pham Thi Duong,BFT492806,3.0,3.0,0.0,43.0,628.0,90.4,1.0,2.0,0.52,0.27,12562.0,250000000,2004604.0,252159435,24/8/24,6/2/82,9b88ecfb927ed6d59c0137cc114345d9
Ngo Van Thanh,BFT208816,5.0,3.0,2.0,193.81,948.0,71.91,3.0,0.0,0.72,0.4,11513.0,65000000,7693321.092,72169773,28/10/24,20/10/81,40e4f7d566336c8ea552a968a8acc4b8
Do Van Son,BFT784636,3.0,3.0,1.0,250.42,398.0,94.86,0.0,4.0,0.39,0.17,11473.0,56000000,668051.46,56684900,16/12/24,26/4/84,c1abcc8c3944d1d9fc38775287c48ddf
Vu Thi Tam,BFT398555,3.0,2.0,0.0,115.4,615.0,81.82,1.0,1.0,0.52,0.27,9063.0,250000000,-3521397.99,246207025,31/10/24,21/4/81,8fd0233ed3927c9566c209a38a9548a2
Nguyen Van Chi,BFT749226,3.0,2.0,1.0,82.01,718.0,85.83,2.0,0.0,0.59,0.31,12685.0,56000000,1765107.101,57893594,18/6/24,1/12/82,ef95a910a56ad967711d6e1fae77a68c
Duong Thi Tam,BFT286288,2.0,3.0,0.0,178.66,698.0,54.37,2.0,1.0,0.57,0.29,10196.0,100000000,306595.104,100292832,7/2/25,3/6/81,0182202971dd4265e090b40a31e66b74
Le Van Chinh,BFT794286,3.0,2.0,2.0,102.09,719.0,94.41,2.0,0.0,0.59,0.31,16914.0,87000000,5973441.0,92808480,22/4/25,29/1/88,06ef01ccbc17ee7530a1d0b97d7f4ee4
Dinh Thi Thuy,BFT242086,3.0,1.0,2.0,499.0,454.0,61.71,0.0,1.0,0.41,0.2,7538.0,87000000,-1198468.0,85756518,10/12/24,17/2/93,f6ddaa6fcf280cf8753857cde9f9ae81
Dinh Van Tuyet,BFT294857,2.0,3.0,0.0,320.4,1045.0,120.5,0.0,1.0,0.49,0.48,20202.0,100000000,5402739.706,105134220,20/8/24,27/6/83,e51e8e80cb18976b6512c076954b1831
Tran Van Khanh,BFT504164,1.0,1.0,0.0,18.52,432.0,73.68,0.0,2.0,0.4,0.19,9598.0,100000000,-7207010.498,92946060,29/10/24,4/7/92,4ccd83620bc2c83381edd8cb1900b23c
Le Thi Tam,BFT850802,4.0,2.0,1.0,44.25,548.0,40.31,1.0,1.0,0.48,0.24,12074.0,250000000,-4039799.998,245606850,23/5/25,29/8/85,e2d1a67258856a224e91e4462aaa207d
Hoang Thi Huyen,BFT552222,3.0,1.0,0.0,181.34,634.0,66.77,1.0,0.0,0.53,0.27,4091.0,87000000,-3576992.834,83322214,4/8/24,28/4/82,a2f940c61f8a51c0fab9c31adc776eb4
Hoang Van Cuong,BFT455206,2.0,3.0,1.0,42.2,487.0,104.93,0.0,1.0,0.43,0.21,4715.0,75000000,-713578.1805,74314065,25/7/24,16/7/84,20c4cb9ea16c47b9372f3834601256ca
Tran Thi Anh,BFT972437,3.0,3.0,0.0,172.61,713.0,94.04,0.0,0.0,0.58,0.3,10612.0,87000000,-711442.152,86272802,29/8/24,22/6/84,396ce4d4b8aa1b5757900ce308d436bf
Pham Thi Hang,BFT110833,3.0,2.0,2.0,111.49,396.0,95.69,0.0,1.0,0.38,0.17,15023.0,75000000,365056.8432,75339412,22/10/24,7/8/85,d17d151166d60a6a70fd43814db21d77
Truong Van Hieu,BFT520615,3.0,3.0,0.0,504.67,454.0,60.45,0.0,2.0,0.41,0.2,15162.0,250000000,-6697192.975,243221750,6/10/24,26/3/80,f2e8c36af59748408a39248a0030a9e0
Truong Van Huy,BFT876261,2.0,2.0,0.0,95.09,745.0,94.98,2.0,1.0,0.6,0.31,2398.0,75000000,745926.0354,75796419,31/7/24,18/3/82,db9a07c7b88e5ab459f705e2b8396511
Duong Thi Ai,BFT938214,2.0,2.0,1.0,118.15,393.0,97.4,0.0,0.0,0.38,0.17,12223.0,120000000,-3558343.558,116253192,12/2/25,8/12/98,0dabc0c50b00224a6539220bb8ba0602
Duong Van Thanh,BFT822071,5.0,1.0,1.0,201.34,778.0,48.35,1.0,0.0,0.37,0.23,7933.0,50000000,-976294.676,49065210,12/3/25,4/10/90,4cdcffa744400755d2fe43fe630866e4
Truong Van Kim,BFT903266,4.0,1.0,2.0,111.03,323.0,66.45,1.0,1.0,0.34,0.14,9799.0,250000000,-3407334.0,246409175,24/3/25,22/4/92,adc76c7221c7718f5c62653f3187c680
Ngo Thi Hang,BFT755147,1.0,3.0,1.0,205.43,668.0,72.72,1.0,1.0,0.55,0.28,4471.0,50000000,483235.0677,50440349,23/9/24,18/11/81,f368a68f3db007224466080de22e8794
Tran Van Binh,BFT688399,5.0,2.0,1.0,194.95,402.0,77.61,0.0,0.0,0.39,0.18,8969.0,80000000,-2390062.501,77636144,30/3/25,23/6/93,eb76790fa68331d69fff30e12fdfeac9
Ngo Van Chau,BFT539501,2.0,2.0,1.0,221.05,546.0,86.39,1.0,1.0,0.47,0.24,9202.0,250000000,-278276.25,249734975,22/10/24,9/8/84,0bab7679bc4edec42d9378e102591f27
Le Van Bao,BFT795065,1.0,2.0,0.0,247.15,461.0,122.86,0.0,0.0,0.42,0.2,11444.0,56000000,-1838871.55,54092259,3/2/25,7/12/91,e287caba3fedfc56d316da4ef646c058
Hoang Van Thuan,BFT153794,10.0,2.0,1.0,16.84,374.0,121.65,0.0,4.0,0.47,0.17,7962.0,80000000,3007528.236,82875266,25/1/25,26/6/91,a434bd46f9d4a2d34faa8ccefc348cfc
Nguyen Van Minh,BFT466247,2.0,3.0,1.0,6.88,641.0,85.45,1.0,1.0,0.53,0.27,6125.0,92000000,1121893.0,93176482,10/8/24,21/10/90,2e65b06b6a1198785941b004ed32d2cc
Bui Thi Soan,BFT382538,7.0,2.0,0.0,165.04,697.0,81.65,2.0,1.0,0.57,0.29,13763.0,65000000,1978186.0,66978186,23/11/24,22/1/83,93faee6061215a2cd3afac6893ce635a
Dinh Van Kien,BFT617765,5.0,2.0,1.0,76.54,637.0,61.32,1.0,1.0,0.53,0.27,6783.0,100000000,307315.4192,100296393,9/4/25,7/6/93,1028d81c131e1d0debf6969694ede91c
Le Van Tho,BFT157454,4.0,2.0,1.0,73.26,532.0,111.19,2.0,0.0,0.62,0.32,9180.0,56000000,2314259.0,58314259,23/8/24,12/6/82,92c3795528154dd7c9109b173c367247
Tran Thi Chien,BFT439980,3.0,3.0,1.0,83.03,718.0,100.38,2.0,1.0,0.59,0.31,9954.0,250000000,1.447707726E7,264193213,27/11/24,3/5/80,625239e1d407872bc95bfbc9cc57c012
Dang Van Chi,BFT131088,4.0,2.0,1.0,80.8,223.0,87.51,0.0,1.0,0.24,0.1,16762.0,65000000,-2561074.0,62517137,7/3/25,10/12/86,9406dd478642e0b3299bf7845b806ebc
Bui Van Tam,BFT388222,2.0,4.0,1.0,109.5,601.0,98.01,1.0,1.0,0.51,0.26,8783.0,100000000,3012675.114,103245368,29/6/24,13/8/96,5532ed44edb75ebe29851f56659296ed
Vu Thi Tam,BFT280883,1.0,2.0,1.0,77.61,417.0,85.24,0.0,0.0,0.4,0.18,8686.0,65000000,-3054486.359,62152825,5/5/25,8/9/88,e115970b1c2524dc40d4934e337a2e55
Hoang Van An,BFT709113,3.0,3.0,1.0,114.93,474.0,110.45,0.0,0.0,0.42,0.21,9102.0,80000000,-245368.4464,79722224,11/8/24,15/9/92,ec4dc1afcabbf750dedafecbbc6c8328
Ngo Van Linh,BFT949425,3.0,2.0,0.0,300.0,608.0,116.72,1.0,1.0,0.51,0.26,7857.0,80000000,567326.5944,80583410,27/2/25,4/6/96,d062a06fcb32ab00b108e1c8b8e1f941
Dang Van Duy,BFT101034,3.0,1.0,0.0,15.52,504.0,106.73,1.0,1.0,0.45,0.22,16230.0,400000000,-8070960.0,391929040,6/11/24,20/2/86,ade8c6ecd13f44b74a5138a3ec72a15f
Do Van Tu,BFT226327,2.0,0.0,1.0,110.37,580.0,77.24,1.0,3.0,0.5,0.25,8904.0,50000000,-575343.3462,49473640,9/10/24,1/6/90,dfdcdc6d96a604fa3f0c8bc461b8067a
Vu Thi Sang,BFT259655,3.0,5.0,0.0,181.35,696.0,96.99,2.0,2.0,0.57,0.29,13490.0,87000000,5647211.784,92377262,3/1/25,20/5/82,5ef3816e53301792344c0d9547a03e02
Bui Van Uyen,BFT573414,3.0,2.0,0.0,66.88,1145.0,69.06,0.0,2.0,0.49,0.55,9553.0,80000000,1321242.0,81283008,10/4/25,22/3/86,5f3f8f3185a9f43ccf99cf914bef1dfa
Bui Thi Vy,BFT194783,2.0,4.0,0.0,156.0,386.0,65.33,0.0,0.0,0.38,0.17,10387.0,45000000,-2456039.0,42633419,19/10/24,29/5/81,e7754ee2d880ae5d9135931941520717
Dang Thi Hong,BFT350910,3.0,1.0,0.0,84.72,513.0,111.7,1.0,1.0,0.45,0.195,13225.0,50000000,-871085.0,49116815,4/4/25,2/4/87,d8483b67caad062c28c5dec7f6e1e7d6
Duong Van Khanh,BFT842370,3.0,2.0,1.0,43.01,497.0,95.69,1.0,1.0,0.44,0.22,10077.0,65000000,133655.7684,65145725,13/3/25,8/2/87,3c17fc2c78cc6992febba2e466af4d83
Ngo Van Tai,BFT999860,3.0,3.0,0.0,111.33,460.0,84.9,0.0,0.0,0.42,0.2,10258.0,80000000,-3464798.0,76635792,7/11/24,22/4/87,c06340b0aa04256855cc033a875eb14a
Vu Thi Anh,BFT215628,4.0,1.0,0.0,168.95,493.0,73.0,1.0,0.0,0.44,0.21,11680.0,80000000,-3415740.548,76538456,11/5/25,20/1/92,8b06fdba9aaa7fd9e1b2b4de2b9f0c06
Do Van Duc,BFT113105,5.0,2.0,2.0,148.11,465.0,80.64,0.0,2.0,0.42,0.2,13812.0,45000000,820665.957,45805657,1/1/25,7/5/82,36d2a5ac87f9b67341040beb8a837d40
Ngo Thi Lieu,BFT676575,3.0,2.0,1.0,3.99,522.0,53.31,1.0,2.0,0.46,0.23,7320.0,80000000,-1408463.302,78723088,27/2/25,24/11/85,06c5af0ab7ed3dc75a7ec927bd6d350b
Vu Thi Hong,BFT922106,3.0,2.0,0.0,97.73,474.0,145.0,0.0,0.0,0.42,0.21,8566.0,80000000,-1584827.496,78466632,30/5/25,10/12/90,4689b25b5f91d202c31ece81861d6081
Dinh Van Duong,BFT747922,2.0,2.0,1.0,135.6,449.0,93.05,4.0,0.0,0.41,0.19,5107.0,250000000,8531656.202,258015583,4/4/25,26/7/90,8d6a416227aa287315170e59b38b8511
