name,id,vio_1,vio_2,vio_3,km,change_acc,avg_speed,collision,collided,max_acc,avg_acc,total_distance,annual_pay,csh_dis,final,payment_due,birth_date,phash
Vu Van San,BFT164650,1.0,0.0,1.0,74.79,773.0,94.69,1.0,0.0,0.47,0.23,14901.0,75000000,-1051829.0,74001398,14/7/24,9/11/82,884ade231c8b59fcdeed0ca4bfdf3468
Nguyen Van An,BFT557057,4.0,2.0,1.0,43.02,180.0,103.37,0.0,0.0,0.2,0.1,8968.0,56000000,-2793943.0,53333515,28/12/24,13/1/82,6018792a081a30e4b63b596499548b92
Le Van Tam,BFT539713,4.0,2.0,1.0,207.51,591.0,84.11,1.0,0.0,0.5,0.25,18395.0,50000000,705199.2948,50738738,5/11/24,12/2/87,bd6ea2c577eef500b300e2970bbacb47
Dinh Thi Duyen,BFT285665,2.0,2.0,1.0,89.34,571.0,77.53,1.0,1.0,0.49,0.25,5450.0,50000000,-333398.5605,49650855,30/11/24,4/7/81,7cfc0c60beeb66f655fc4f658d04191a
Dinh Thi Hien,BFT306638,2.0,3.0,1.0,117.45,670.0,109.93,1.0,3.0,0.55,0.28,14944.0,92000000,4814083.0,96985587,18/9/24,8/10/86,5a0e16920d1601ead36e1d3b65c434dd
Hoang Thi Lan,BFT607421,3.0,1.0,2.0,8.35,611.0,73.82,1.0,1.0,0.52,0.26,14158.0,92000000,1506029.131,93594863,13/4/25,28/7/82,ab9907100fdb9cc20600878907896fdb
Hoang Van Nhat,BFT359985,1.0,4.0,0.0,162.95,690.0,86.75,1.0,0.0,0.56,0.29,4740.0,75000000,-129222.08,74880135,19/1/25,10/7/89,d5f2997d23195936c86549b8731b39b5
Ngo Thi Hue,BFT373275,3.0,2.0,1.0,166.82,482.0,87.6,0.0,1.0,0.43,0.21,10462.0,75000000,-1306661.625,73737525,20/4/25,4/9/82,adec267c931de0a834ecd78bcba2a3af
Bui Van Luat,BFT517436,3.0,2.0,1.0,175.0,640.0,115.64,1.0,1.0,0.53,0.27,8407.0,120000000,3540374.528,123622514,26/8/24,21/4/83,860074a1d2f3dd0170c63773b59af218
Dinh Thi Thien,BFT308024,4.0,2.0,0.0,102.92,778.0,53.08,1.0,1.0,0.37,0.23,12798.0,75000000,-1856685.0,73143315,10/12/24,8/3/97,38bc8a6356b2fefaa2601f6e2952c6da
Dinh Van Bao,BFT986914,3.0,2.0,1.0,162.83,535.0,63.03,2.0,1.0,0.63,0.33,5773.0,65000000,1033234.5,66147739,23/3/25,18/9/81,a088d054c0e510e5c94bedba18a42a10
Tran Thi Anh,BFT752617,2.0,1.0,2.0,78.33,572.0,60.62,1.0,1.0,0.49,0.25,9932.0,65000000,18614.0,65019485,16/3/25,11/10/86,11ab6965c47dff555bde26b711e9b054
Bui Van Long,BFT798831,5.0,3.0,0.0,156.68,330.0,80.28,0.0,3.0,0.26,0.14,8796.0,75000000,-2832421.76,72471053,15/4/25,10/12/93,2f17ef9431e790f2041f5de764687223
Vu Van Thu,BFT166447,2.0,3.0,1.0,66.8,487.0,97.69,0.0,0.0,0.43,0.21,11166.0,300000000,-4318531.59,296042550,5/5/25,4/3/91,a5a81d1d684b8e1cfe1958fa6141e3fa
Le Van Luong,BFT784232,2.0,2.0,1.0,209.55,809.0,99.12,2.0,1.0,0.65,0.35,11233.0,250000000,1.655119701E7,264076960,2/8/24,17/2/90,cdb2613884a8af9c9051be23c3d8b412
Nguyen Van Hieu,BFT858731,2.0,1.0,2.0,213.43,494.0,94.13,1.0,3.0,0.44,0.21,12134.0,65000000,2269052.116,66917963,24/9/24,17/6/84,370ec33f72596bc41f99fc23d9dfe4e3
Tran Van Tu,BFT137430,4.0,2.0,1.0,124.84,383.0,78.06,0.0,1.0,0.38,0.17,9299.0,87000000,-2524714.0,84343525,4/8/24,18/5/82,fa45ec88757ffb2fdf00ba491b2e111c
Ngo Van Kim,BFT492086,3.0,2.0,0.0,53.81,489.0,116.38,0.0,2.0,0.43,0.21,12262.0,65000000,-1297437.426,63773600,10/7/24,4/8/88,478b6fc88d011ed224a20b6c6ae351db
Truong Van Trong,BFT678098,2.0,1.0,1.0,213.71,382.0,94.9,0.0,1.0,0.47,0.17,12303.0,80000000,-2231931.135,77497416,21/6/24,15/4/85,b53447d288834605d70e61a1e344f645
Tran Van Quang,BFT799523,0.0,1.0,0.0,57.63,772.0,91.27,1.0,0.0,0.46,0.23,5673.0,120000000,-4466544.852,115010916,12/11/24,22/4/82,4b804315cf9e2594715e528ec4f03849
Duong Thi Lien,BFT102801,1.0,4.0,1.0,198.11,448.0,79.32,4.0,2.0,0.41,0.19,8330.0,50000000,3107991.642,52978864,4/5/25,15/7/82,47d3035937bf8eb97db8f799306b7976
Bui Van Minh,BFT642932,5.0,2.0,1.0,203.53,816.0,85.59,2.0,1.0,0.66,0.36,16656.0,80000000,5566035.696,85357810,3/4/25,15/3/91,285784137938a21c979441ff893b4adf
Duong Van Binh,BFT981884,4.0,2.0,1.0,216.68,550.0,113.07,1.0,1.0,0.48,0.24,11417.0,45000000,1201114.0,46261542,21/10/24,4/6/87,8538cf9aedb50a0a3bde8affeba313d6
Le Thi Thu,BFT289602,3.0,2.0,0.0,103.12,780.0,69.43,1.0,3.0,0.37,0.23,14801.0,100000000,-489889.66,99569790,29/3/25,15/11/81,9f737a9bb296273ec67a69c2fd1b370a
Dang Van Lanh,BFT912914,1.0,1.0,1.0,162.84,681.0,49.91,1.0,1.0,0.56,0.29,12566.0,80000000,-1378600.0,78621400,2/11/24,4/3/82,7ee7a9b12ae0ae43678a4f6d70a6df48
Pham Thi Lan,BFT625619,4.0,2.0,0.0,254.97,568.0,110.06,1.0,2.0,0.95,0.25,9905.0,65000000,1810823.0,66719843,16/12/24,28/7/90,d93c90e3f3fda58fc1e48aa3eae519ff
Bui Van Khanh,BFT758724,5.0,3.0,1.0,166.56,564.0,80.71,1.0,0.0,0.82,0.24,7556.0,45000000,966148.0192,46109935,17/2/25,30/5/00,2ca178225713548137fed0d4f412994b
Do Van Uyen,BFT569323,3.0,1.0,1.0,115.57,1149.0,33.35,4.0,1.0,0.49,0.56,8511.0,250000000,1.5975908E7,266522813,9/3/25,23/6/94,4950b06697ad2467808dd2e1c1b8f339
Duong Van Khanh,BFT710999,3.0,1.0,0.0,125.07,428.0,70.69,0.0,2.0,0.4,0.19,14136.0,87000000,-5382927.027,82028054,21/11/24,10/8/84,629d6872b42f31f5162e3d333379437b
Dinh Thi Khue,BFT833633,2.0,3.0,0.0,127.49,319.0,109.23,1.0,0.0,0.34,0.14,11612.0,65000000,-1871565.0,63128436,6/4/25,23/12/81,5624d90887183172b045d1bf17b995fa
Pham Van Tuan,BFT899396,3.0,2.0,0.0,242.65,422.0,95.96,0.0,0.0,0.4,0.18,10954.0,80000000,-3576217.92,76305560,21/7/24,22/2/83,74e1c243ea771b4ae825979c94d9e629
Pham Thi Phuong,BFT238116,3.0,2.0,2.0,173.69,486.0,84.21,0.0,2.0,0.43,0.21,6577.0,92000000,827450.3607,92761589,5/9/24,21/5/87,e48027a09e34eebdaabf107b8e6d7b65
Vu Van Sang,BFT266602,3.0,1.0,1.0,80.9,434.0,51.05,1.0,1.0,0.4,0.19,8987.0,75000000,-4324994.63,70722600,17/11/24,21/7/83,06e723c839b6c7fb2722a41ee793159f
Le Van Nghi,BFT790066,5.0,2.0,0.0,215.87,688.0,105.76,1.0,0.0,0.56,0.29,17258.0,56000000,1003112.0,56941536,27/1/25,8/7/93,3c3f34ff16b52b2f7482a56931336c7c
Le Van Khoi,BFT900948,4.0,1.0,0.0,123.35,801.0,96.39,2.0,1.0,0.65,0.34,14037.0,80000000,2188162.341,82186288,5/3/25,11/8/87,97401c6effe0f4d62218635706fe53ba
Dinh Van Di,BFT480954,1.0,4.0,0.0,190.55,725.0,102.87,2.0,1.0,0.59,0.31,7085.0,65000000,2627777.0,67477866,10/8/24,21/5/00,4888df8950d66ccb7ec00ca60757cca6
Bui Thi Han,BFT213050,4.0,2.0,1.0,5.68,285.0,91.95,0.0,2.0,0.36,0.12,10611.0,65000000,-1765005.782,63168131,14/12/24,22/7/89,17110337596e6fe640db1df03ffed917
Pham Thi An,BFT474536,2.0,4.0,0.0,16.41,658.0,93.57,1.0,1.0,0.55,0.28,8902.0,80000000,827664.9772,80768546,25/2/25,18/10/83,de4eb2bc727036287f661abeb394085b
Dang Thi Huyen,BFT411733,2.0,2.0,1.0,142.74,311.0,146.89,1.0,1.0,0.6,0.13,2836.0,65000000,754128.1569,65764763,11/12/24,16/6/82,0a9504b8888e006b2cf8995ca6a97f45
Vu Thi Ngoc,BFT196488,2.0,3.0,0.0,146.09,838.0,97.92,2.0,1.0,0.66,0.36,8543.0,75000000,2789994.691,78070718,28/7/24,20/2/88,b25535b47d921168bc9d6be35c1f8b61
Pham Van Tien,BFT824388,0.0,2.0,1.0,86.54,591.0,139.53,1.0,0.0,0.5,0.25,9159.0,45000000,835487.5502,45812257,30/1/25,17/12/84,00d5c6182de00aa8ae454a3025f2b849
Hoang Van Thai,BFT840823,1.0,1.0,1.0,40.03,599.0,77.17,1.0,2.0,0.51,0.26,9712.0,56000000,-560760.6179,55453423,1/5/25,7/5/86,10fad791c646ce7d4ba6b31185ec7da5
Dang Thi Thu,BFT169210,3.0,3.0,1.0,96.73,623.0,85.58,1.0,0.0,0.52,0.27,11011.0,75000000,1210432.253,76210448,18/12/24,12/12/99,72d996c95065007fa7d9ea45f4434a3f
Tran Van Thang,BFT459299,2.0,1.0,0.0,190.32,486.0,70.35,0.0,0.0,0.43,0.21,12218.0,56000000,-3987247.0,52144607,6/1/25,18/7/91,a0024058f36e22375b1211374a6c3f25
Le Van Nguyen,BFT387195,9.0,3.0,1.0,141.48,334.0,122.66,0.0,1.0,0.3,0.15,11929.0,100000000,-229563.681,99766490,4/1/25,24/4/87,438fa9258d69503d53d7c6f0e78af7d2
Tran Thi Loan,BFT609215,3.0,4.0,0.0,199.97,561.0,50.08,1.0,0.0,0.48,0.24,11749.0,65000000,-1337103.0,63693214,30/4/25,24/2/85,1d3516e356eb215d92f5f0ebf1877ca0
Ngo Thi Huyen,BFT511817,4.0,3.0,1.0,149.75,794.0,106.36,2.0,1.0,0.64,0.34,11712.0,65000000,4415807.093,69920585,26/12/24,6/2/92,a168373ead2ac46fd557b3c9fb193118
Dang Van Hung,BFT454467,2.0,1.0,1.0,67.63,793.0,59.76,2.0,1.0,0.64,0.33,8988.0,45000000,580906.3392,45648100,10/5/25,4/2/85,4dd678975f73165fa881541c4fef1564
Hoang Van Hung,BFT213071,2.0,2.0,0.0,100.0,305.0,81.42,0.0,2.0,0.6,0.13,5954.0,56000000,-3328378.0,52622993,21/1/25,19/10/81,ba8dc72bcb761667315c09269e9f58b0
Bui Van Tien,BFT563134,3.0,3.0,0.0,141.13,1023.0,83.0,3.0,1.0,0.78,0.45,11624.0,87000000,6705040.602,93668287,13/9/24,23/10/87,f3394a712af8807250045cdcf54dccab
Hoang Thi Nhung,BFT198404,0.0,2.0,0.0,14.55,762.0,99.51,2.0,0.0,0.62,0.32,13189.0,87000000,716468.0,87741685,31/7/24,19/6/91,8326d66f63d81722f2999d2ef3392a2c
Dang Van Cu,BFT976561,4.0,2.0,1.0,167.11,721.0,87.94,2.0,2.0,0.59,0.31,10969.0,300000000,1.483414545E7,315994149,30/6/24,16/5/85,22c3d8b778f7c29eaeb95e13818d6097
Hoang Thi Lan,BFT506441,2.0,3.0,1.0,80.0,493.0,65.4,1.0,1.0,0.44,0.21,10905.0,56000000,-578985.0,55452393,15/8/24,25/6/88,aaf40b00cac6011d10b8f3578cdaa119
Pham Thi Kim,BFT543099,4.0,3.0,0.0,47.74,444.0,79.31,3.0,0.0,0.41,0.19,11298.0,80000000,445589.0859,80448026,16/4/25,26/12/93,2734b9b82e3a74377b98ecaafd9e055c
Ngo Van Phuc,BFT277601,5.0,4.0,1.0,137.13,598.0,75.29,1.0,0.0,0.5,0.26,10624.0,75000000,1828033.577,77023020,18/6/24,8/4/88,8c5e3d7491bfb8f671160254bc4fe472
Truong Thi Kieu,BFT470530,1.0,2.0,0.0,74.92,676.0,87.71,1.0,3.0,0.56,0.29,4458.0,80000000,-446227.0,79526248,23/11/24,19/6/86,c5174f29208dd5ec866a1998e881628a
Vu Thi Bich,BFT480690,3.0,2.0,0.0,153.52,659.0,80.33,1.0,1.0,0.55,0.28,6510.0,92000000,-1231492.898,90783926,23/12/24,9/1/87,224132fb069279250c6fa451b569e8e8
Dinh Thi Giang,BFT344985,1.0,3.0,0.0,135.81,555.0,78.68,1.0,0.0,0.48,0.24,11413.0,250000000,-6054301.0,243742325,19/9/24,26/2/86,48b2b58956edc5634f40e2656098c1a9
Nguyen Thi Bich,BFT345892,4.0,3.0,1.0,128.95,536.0,88.11,2.0,0.0,0.63,0.33,14232.0,250000000,1.146525702E7,261651355,7/4/25,6/6/82,c853ee70a71097e280a630c5ecedfb63
Bui Van Huan,BFT724459,3.0,1.0,1.0,135.26,674.0,116.18,1.0,1.0,0.55,0.29,12114.0,100000000,2520744.0,102619771,15/1/25,3/8/88,84a1a4e585b64f66e67ed82e4e41b829
Dinh Van Vien,BFT283478,3.0,2.0,0.0,47.39,786.0,78.31,1.0,0.0,0.47,0.24,7299.0,50000000,-1116587.0,48837010,20/5/25,14/10/84,b6daac5d9bac786c6cfbc4ddb801cdd3
Le Van Tinh,BFT991601,5.0,1.0,2.0,30.35,444.0,70.76,0.0,1.0,0.41,0.19,5395.0,87000000,-1589581.167,85402724,30/5/25,18/7/85,0e8e89f6e2bbb26d32c4bebb618a3029
Ngo Van Lap,BFT243551,4.0,1.0,1.0,88.58,806.0,55.27,2.0,1.0,0.65,0.35,9988.0,45000000,1048943.61,46083060,3/7/24,8/8/82,bde571db88ca766ff5ff7d4294bed0e7
Do Thi Tam,BFT865407,4.0,4.0,1.0,156.61,601.0,111.3,1.0,1.0,0.51,0.26,11305.0,80000000,4129290.0,84129290,9/5/25,5/10/84,1e790df9cfdf0cd540d6458dfb87c56c
Duong Van Long,BFT474870,4.0,1.0,0.0,18.6,756.0,95.97,2.0,1.0,0.61,0.32,10423.0,45000000,738653.5394,45693311,2/12/24,13/2/83,d55420937e54be7d192521b6275429e3
Dang Van Vuong,BFT166275,3.0,2.0,1.0,52.0,446.0,84.5,3.0,1.0,0.41,0.19,9598.0,250000000,6122562.029,255700643,5/8/24,21/5/86,62d5ea05026503ae2fbd6925957ac586
Dang Van Sinh,BFT257608,3.0,4.0,1.0,116.56,697.0,101.14,2.0,1.0,0.57,0.29,10857.0,75000000,4557786.016,79964987,12/1/25,5/2/91,1a740d804bc4a9776b80b88c678446c4
Truong Van Thieu,BFT230200,2.0,1.0,0.0,145.81,779.0,51.29,1.0,0.0,0.37,0.23,10316.0,80000000,-3973666.022,75845184,9/2/25,27/12/82,15905af2abd2bfbe9ece27230818d140
Dinh Van Hiep,BFT901185,4.0,1.0,0.0,116.45,295.0,69.05,0.0,2.0,0.6,0.13,10484.0,65000000,-4340326.809,60916518,4/4/25,22/5/82,e218073d0a4c219771df340d5a472ecb
Nguyen Van Thanh,BFT265997,5.0,3.0,1.0,125.65,530.0,89.65,2.0,1.0,0.62,0.32,4363.0,50000000,2452651.0,52369940,30/7/24,8/4/90,6c49922c3c884111b11130bc68533078
Ngo Thi Oanh,BFT209031,3.0,1.0,1.0,95.52,343.0,91.33,0.0,2.0,0.36,0.15,17365.0,300000000,-8639910.0,291360090,22/2/25,8/7/80,705f78c13b777e9f1deab69cca3680ba
Vu Thi Giao,BFT552200,1.0,2.0,0.0,267.62,630.0,106.24,1.0,0.0,0.52,0.27,8585.0,87000000,-1006086.065,86024982,20/2/25,23/2/80,ab8f43910b43bfb16838aa210e32cff9
Le Van Phuc,BFT156147,4.0,3.0,0.0,172.25,473.0,132.5,0.0,1.0,0.42,0.21,9400.0,87000000,-172352.0,86818309,26/2/25,19/1/88,5a643f58e8ac5e82becf13081f251a30
Duong Van Son,BFT303007,2.0,2.0,0.0,150.18,884.0,70.16,3.0,1.0,0.69,0.38,11504.0,92000000,3554866.616,95596332,21/5/25,19/2/87,ae15b4d5d8f00de43d7101d3df5a81ab
Tran Van Luat,BFT928484,2.0,2.0,1.0,127.16,524.0,64.94,1.0,0.0,0.46,0.23,12017.0,75000000,-1488684.361,73605855,31/10/24,16/7/80,3727f3d5445d8213f4c8ff69f4f8241a
