name,id,vio_1,vio_2,vio_3,km,change_acc,avg_speed,collision,collided,max_acc,avg_acc,total_distance,annual_pay,csh_dis,final,payment_due,birth_date,phash
Duong Van Khoa,BFT389214,1.0,3.0,0.0,121.67,319.0,84.68,1.0,0.0,0.6,0.14,12245.0,56000000,-1929079.124,53895117,18/1/25,12/12/97,3fac1b270c94593918acb99d2bce8b13
Nguyen Van Linh,BFT325472,1.0,2.0,0.0,176.72,808.0,89.09,2.0,2.0,0.65,0.35,9119.0,80000000,2250453.75,82141250,11/8/24,18/7/81,895ee7a05a39ae83e0f3b960a700735a
Nguyen Thi Hong,BFT294169,2.0,2.0,1.0,71.11,633.0,74.02,1.0,0.0,0.53,0.27,11032.0,56000000,-263268.0,55726787,16/7/24,28/3/87,cd7adb77f9002f1ace68c8f970145bfd
Vu Van Phuc,BFT226553,4.0,1.0,1.0,95.88,622.0,100.18,1.0,2.0,0.52,0.27,8818.0,45000000,846119.0,45823554,30/10/24,4/4/84,88e2d933f6d68550b151269a47e3f5bd
Dang Van Giang,BFT746947,3.0,3.0,1.0,133.78,667.0,108.21,1.0,1.0,0.55,0.28,9238.0,75000000,2926091.0,77926091,19/5/25,5/12/87,2e477287927fb9bec56e3a164dac2131
Ngo Van Hau,BFT653374,1.0,3.0,1.0,206.38,292.0,126.98,0.0,0.0,0.59,0.13,13824.0,50000000,-255433.0625,49734615,31/1/25,8/7/95,4ee6e1fee771660ea3f77d72478d36f8
Vu Van Sang,BFT895134,10.0,4.0,0.0,133.18,356.0,70.05,2.0,1.0,0.37,0.16,12178.0,250000000,4711931.132,254995575,20/10/24,19/12/90,a268681b6f823b704abff6ebf13b6925
Tran Thi Thanh,BFT616347,4.0,1.0,1.0,68.41,900.0,35.73,3.0,1.0,0.7,0.39,13728.0,100000000,4373564.621,104221995,7/9/24,5/6/92,a8c3ee58dfcc4af3590b10a4d74edd76
Duong Thi Uyen,BFT532461,3.0,3.0,1.0,55.59,1158.0,104.7,4.0,0.0,0.49,0.57,9459.0,250000000,3.276875512E7,281329000,23/2/25,28/6/85,d0f976ef2835053124d389ecce8b8ea9
Dang Thi Bao,BFT852332,3.0,1.0,1.0,152.66,435.0,108.62,0.0,2.0,0.4,0.19,4565.0,92000000,-1703694.714,90174352,27/8/24,10/8/82,79d1a1a78f3388572a806e9ed5d73149
Pham Van Xuan,BFT791393,0.0,1.0,1.0,300.0,545.0,92.18,1.0,1.0,0.47,0.24,5957.0,250000000,-3386125.858,246643900,3/1/25,5/1/86,fb9e920aadd43d8bed13048034c54e91
Ngo Thi Minh,BFT695281,2.0,2.0,1.0,115.78,574.0,48.92,1.0,2.0,0.49,0.25,10646.0,87000000,-923796.0759,86062462,11/2/25,3/8/80,8aa2b113ab912ac877a05879d5fa3c1f
Ngo Van Uyen,BFT268268,5.0,4.0,1.0,145.34,1156.0,66.4,4.0,1.0,0.49,0.57,4810.0,45000000,6159876.739,50722565,18/4/25,5/9/92,20dfe558c6170e5f10547ca94cb89959
Bui Thi Nhu,BFT512132,3.0,2.0,1.0,21.0,338.0,75.03,0.0,0.0,0.36,0.15,3496.0,50000000,-2699593.973,47206835,18/11/24,16/12/94,97283a9c7a57ac8c64e37c8f8ad3e323
Ngo Thi Duyen,BFT815521,3.0,3.0,3.0,437.56,453.0,64.47,1.0,3.0,0.41,0.19,6512.0,75000000,3016531.43,78123350,22/4/25,11/3/85,cc3633dfe134b572d4ae8f10324abfb4
Ngo Van Duy,BFT615347,4.0,0.0,1.0,43.36,559.0,106.99,1.0,1.0,0.48,0.24,12738.0,87000000,-4456.0,86995354,5/4/25,2/9/92,7f33f01cbfc307ba305af884141fdfd3
Hoang Van Cam,BFT856073,3.0,2.0,2.0,56.06,199.0,68.55,0.0,0.0,0.24,0.1,8855.0,75000000,-3378570.256,71616023,8/7/24,18/5/81,5a01b104d1b2b2be7cdc7f728f3b43da
Tran Thi Cuc,BFT552196,2.0,1.0,1.0,217.91,627.0,122.98,1.0,0.0,0.52,0.27,8090.0,75000000,989803.8121,75983363,12/3/25,15/6/82,2a608e4cabb707ca32a7530b45a4ec24
Ngo Van Dat,BFT985109,5.0,2.0,1.0,169.51,239.0,65.6,0.0,1.0,0.35,0.1,15522.0,80000000,-3193997.184,76745928,17/7/24,25/8/82,c44ef8b5fd6dc654f644d26bed4a254d
Do Van Khieu,BFT763172,4.0,3.0,1.0,1.89,635.0,87.37,1.0,1.0,0.53,0.27,15312.0,80000000,2626097.019,82387989,19/6/24,20/12/81,bc6b9c967e266164bf0a998b589d4e26
Vu Thi Hien,BFT354715,2.0,4.0,0.0,209.87,450.0,77.02,0.0,1.0,0.41,0.19,9816.0,80000000,-2756839.0,77405328,20/8/24,19/1/83,e848a200c07ca1dc26bb6d285bb0aeca
Vu Van Tien,BFT141593,0.0,1.0,2.0,34.61,404.0,70.75,0.0,1.0,0.39,0.18,11230.0,300000000,-1.031472573E7,289125000,17/8/24,28/4/85,a92a0a4b4c5ebd0b71744f8c9bbe9657
Pham Van Thanh,BFT528293,1.0,2.0,0.0,235.82,907.0,83.08,3.0,2.0,0.71,0.39,1000.0,75000000,3445163.583,78339955,5/7/24,15/10/85,c6660326eb4d9fa9f1f4a0e369f69b74
Truong Thi Thanh,BFT541901,0.0,3.0,0.0,165.29,613.0,118.22,0.0,0.0,0.52,0.26,12901.0,250000000,-3827263.177,246216750,13/1/25,16/6/91,19ce829bdc8271aadc865c5a9aebbfa2
Dang Van Tung,BFT437650,4.0,3.0,1.0,85.05,655.0,54.05,1.0,0.0,0.54,0.28,12343.0,87000000,525040.0,87549838,21/4/25,23/4/88,7c5473b650157ff899bed4db0afe7c82
Le Van Anh,BFT128421,3.0,2.0,1.0,115.32,658.0,93.79,1.0,2.0,0.54,0.28,10168.0,65000000,1727368.515,66718780,26/1/25,25/9/85,4da1530b8cc3b7f8090a9d5f15be1283
Dinh Van Tung,BFT346628,4.0,3.0,1.0,203.43,478.0,91.83,0.0,0.0,0.43,0.21,9689.0,75000000,-486417.4728,74525828,8/5/25,18/3/85,f06279e9b5f009c42d4e64cdc9145725
Duong Thi Cam,BFT929441,4.0,1.0,1.0,52.87,716.0,64.47,2.0,2.0,0.59,0.31,5072.0,50000000,1062163.0,51021311,27/4/25,16/9/81,291f166cf0acbf97b30a1fb6d9bf82f6
