name,id,vio_1,vio_2,vio_3,km,change_acc,avg_speed,collision,collided,max_acc,avg_acc,total_distance,annual_pay,csh_dis,final,payment_due,birth_date,phash
Do Van Quyen,BFT973165,3.0,2.0,1.0,138.66,439.0,134.71,0.0,0.0,0.41,0.19,8901.0,56000000,-197698.0806,55794514,16/9/24,5/1/89,1ca9ec4f6f91493d43c6d5448b164fd7
Ngo Van Anh,BFT504120,3.0,2.0,0.0,130.77,419.0,104.82,0.0,0.0,0.4,0.18,10226.0,87000000,-3826352.0,83059370,11/11/24,5/2/89,eda5a4c1209d03bac5d440e206a7c562
Ngo Van An,BFT202525,1.0,1.0,0.0,130.24,534.0,102.33,2.0,1.0,0.63,0.33,17338.0,65000000,495430.01,65476650,29/5/25,11/9/80,a01d3de1c9cf634e24d7ce9ce30ca29c
Nguyen Thi Thu,BFT916620,2.0,2.0,0.0,98.02,603.0,116.94,1.0,1.0,0.51,0.26,10017.0,50000000,-38100.0,49961900,3/2/25,27/2/89,4b5ef3c4520f3e0c450007a80b6a0432
Dinh Van Linh,BFT797930,4.0,2.0,0.0,115.95,618.0,86.82,1.0,0.0,0.52,0.27,10782.0,45000000,-628866.1428,44403467,15/7/24,12/10/83,9e8eaac411d6f9e58321f7d3c1fec83d
Nguyen Thi Le,BFT471687,2.0,1.0,1.0,159.85,498.0,62.24,1.0,0.0,0.45,0.22,10584.0,80000000,-2855960.398,77315664,1/1/25,30/4/80,41235b6a63a571ae2a6a4a0f0c12faca
Ngo Thi Phuong,BFT234574,3.0,3.0,1.0,55.16,593.0,66.63,1.0,2.0,0.5,0.25,8268.0,75000000,889038.6656,75831686,14/12/24,7/4/86,7eed955ed6cb6678a30822acc345bf17
Pham Van Ranh,BFT328483,2.0,2.0,0.0,51.42,772.0,58.78,1.0,2.0,0.47,0.23,18188.0,87000000,-1426487.0,85573513,5/1/25,6/9/90,b117b83e1dea1e23858ca9b98e618e7f
Nguyen Van Quoc,BFT513601,4.0,2.0,1.0,94.67,694.0,82.01,2.0,1.0,0.57,0.29,12207.0,50000000,1950015.696,51931190,27/9/24,6/4/81,a3f765e7007350d307d6d812b6426055
Dang Van Sinh,BFT408363,3.0,2.0,1.0,159.12,774.0,46.55,1.0,2.0,0.47,0.23,7320.0,250000000,-665984.0,249378050,19/4/25,11/7/84,1b0420ca45af3fa989c85c8d2b666c3c
Le Thi Luan,BFT348902,3.0,3.0,1.0,110.84,524.0,99.07,1.0,2.0,0.46,0.23,14344.0,80000000,2353398.45,82413742,16/11/24,20/9/88,29d26b76108cac9219a1492373987616
Dang Thi Phuong,BFT291911,4.0,2.0,1.0,135.97,592.0,82.14,1.0,0.0,0.5,0.25,11149.0,87000000,351416.0,87370536,9/1/25,20/5/83,a6dc91d8cd6cfaab931c98e4ff92221c
Truong Thi Bao,BFT578154,6.0,2.0,0.0,217.88,494.0,70.14,1.0,1.0,0.44,0.21,7954.0,87000000,-1921658.0,85118051,1/12/24,12/12/88,9c979e744dfd59bed0ec512ace8d0379
Pham Thi Dong,BFT204482,3.0,1.0,1.0,76.09,730.0,79.52,2.0,1.0,0.32,0.31,11566.0,87000000,1403852.0,88453865,14/11/24,22/2/81,6c1cd437b875ee7cf70dba90d8f7b7e8
Vu Thi Thu,BFT826977,4.0,1.0,1.0,95.41,703.0,91.02,2.0,2.0,0.57,0.3,12619.0,65000000,2801486.0,67693478,16/10/24,5/5/91,577910a6766e60a482b077edb80a3a61
Nguyen Van Khoa,BFT833773,1.0,4.0,0.0,176.27,395.0,80.85,0.0,0.0,0.38,0.17,6558.0,80000000,-4341847.0,75975672,15/3/25,18/1/84,0f262b0442c958e852b93cc3ef0657c6
Do Van Quyen,BFT537645,2.0,1.0,0.0,51.56,587.0,55.49,1.0,2.0,0.5,0.25,12960.0,56000000,-2296289.249,53757749,9/12/24,17/5/84,eb5051e40f9adf513793c852e0bbe00d
Dang Thi Trang,BFT488271,4.0,2.0,1.0,161.5,783.0,35.29,1.0,1.0,0.38,0.23,12856.0,250000000,-2128215.0,247784725,20/10/24,19/7/87,fb718d9f2f611b33f99662976a446422
Dinh Thi Tham,BFT992121,4.0,0.0,0.0,223.92,551.0,98.06,1.0,1.0,0.48,0.24,9439.0,200000000,-5620512.492,194643560,29/9/24,19/4/84,f9f2138aaea5b7a1c16d8aec76276ad9
Hoang Van Phuc,BFT316632,2.0,2.0,1.0,148.33,614.0,67.46,0.0,1.0,0.52,0.27,7552.0,45000000,-967230.488,44067461,23/1/25,14/12/84,9cbde6caf1cbf6463c93c74f49c58582
Dinh Thi Hoan,BFT324881,2.0,1.0,0.0,42.69,632.0,85.03,1.0,2.0,0.53,0.27,9228.0,50000000,-1177977.42,48893080,7/11/24,15/2/97,84a456adb8fecc9ffd6cbcead9ce3292
Duong Thi Ngan,BFT149795,4.0,0.0,1.0,161.25,411.0,140.0,0.0,1.0,0.39,0.18,5950.0,65000000,-1016792.0,63943484,3/3/25,10/12/92,dbcf54fc03c359d4db6a2a606911cefd
Duong Van Hoi,BFT417041,4.0,2.0,0.0,86.23,632.0,91.79,1.0,1.0,0.52,0.27,9644.0,80000000,-368197.2932,79595360,16/3/25,10/6/90,0618e1df08bfeae71cc8ec2ca4bda8f5
Bui Van Su,BFT439089,2.0,1.0,0.0,56.36,775.0,111.85,1.0,1.0,0.47,0.23,15255.0,100000000,-561952.1787,99388860,23/12/24,21/1/95,1ce82eb5df155fe78fec2132ebae6070
Le Thi Hoa,BFT164420,3.0,3.0,0.0,226.83,492.0,90.63,1.0,1.0,0.44,0.21,9711.0,80000000,-796424.9088,79230656,23/1/25,24/2/83,0379089b8b93ba78913cb98015103700
Nguyen Van Phuong,BFT898963,5.0,1.0,2.0,136.4,861.0,80.89,2.0,0.0,0.67,0.37,8236.0,65000000,4404570.917,69181687,8/12/24,10/3/81,9fa611992503dd397250a5f1de1e189b
Bui Thi Linh,BFT914578,5.0,1.0,1.0,27.45,604.0,97.32,1.0,1.0,0.51,0.26,8872.0,65000000,700320.1116,65649252,17/9/24,29/5/88,a96612a5ae2aa6b039c275af43a60fe2
Dang Thi Xuan,BFT799349,4.0,1.0,0.0,123.47,497.0,113.25,1.0,0.0,0.44,0.21,4650.0,80000000,-2254928.0,77745072,16/10/24,12/9/86,494e487be049f46ba0645c9168f6e48b
Duong Thi Hoai,BFT455172,4.0,1.0,1.0,56.57,478.0,68.29,0.0,1.0,0.43,0.21,8009.0,65000000,-2398199.77,62396328,29/9/24,14/4/94,fdf22c7621ce83e95769317497f5df72
Dinh Van Loc,BFT197736,3.0,3.0,1.0,99.5,598.0,93.8,1.0,1.0,0.5,0.26,8203.0,75000000,1660590.0,76660590,29/9/24,1/11/90,0dbcd6511eeb57c1f6559779fb558fde
Dinh Van Quyen,BFT402380,4.0,2.0,2.0,125.63,565.0,104.19,1.0,0.0,0.87,0.24,10057.0,250000000,1.298476559E7,262425613,17/1/25,27/4/84,fbd8afeaab00e9dae99a6676fa9be230
Do Van Hoi,BFT450270,3.0,3.0,0.0,283.29,739.0,67.68,2.0,1.0,0.34,0.31,8369.0,80000000,1000853.942,80954740,6/7/24,19/5/86,4343e945d631b579efadb18c41e0a2b1
Ngo Thi Dung,BFT870195,2.0,2.0,0.0,169.6,539.0,105.42,2.0,0.0,0.63,0.33,7335.0,80000000,731572.695,80737582,15/4/25,28/11/84,0ce3ee07774386e91d04edf210eb957a
Pham Van Hue,BFT512079,3.0,2.0,2.0,6.23,304.0,117.31,0.0,1.0,0.6,0.13,7112.0,45000000,259970.8936,45253615,19/3/25,11/9/94,36f7ecc8778bb723bdd3532c60bcdecb
Tran Thi Yen,BFT923043,2.0,2.0,0.0,195.59,658.0,120.37,1.0,1.0,0.54,0.28,6009.0,75000000,452052.0,75433748,19/12/24,7/12/81,afe5a2645154a3e3001d681192f6aeea
Dinh Van Toan,BFT876140,2.0,2.0,0.0,76.81,706.0,87.09,2.0,1.0,0.58,0.3,7339.0,75000000,544167.6543,75505215,16/3/25,6/12/85,96984cd0cb39198e28f48bfd63cc009d
Do Van Luan,BFT699709,3.0,1.0,0.0,138.33,640.0,97.92,1.0,1.0,0.53,0.27,10918.0,80000000,-927487.2924,78979624,2/7/24,18/7/80,bcc1c837be0e66b4be4e46cce4d1a4d9
Hoang Van Bao,BFT660911,4.0,2.0,0.0,80.02,659.0,116.53,1.0,0.0,0.55,0.28,8697.0,92000000,400834.1975,92404721,26/9/24,21/3/88,ac1143a3e62cf1e1d5fffe98fd749f41
Hoang Thi Quyen,BFT989081,4.0,1.0,0.0,155.63,869.0,51.29,2.0,0.0,0.68,0.38,13115.0,65000000,194209.5012,65205774,2/7/24,27/11/87,958abb6e2db0e1a08f02cb7a618ee3cf
Dinh Thi Mai,BFT425720,2.0,0.0,0.0,89.14,758.0,86.18,2.0,0.0,0.61,0.32,9670.0,75000000,-1037138.0,73962863,14/7/24,6/1/81,a0891899070c0b701f76e7d7bb754a57
Bui Thi Hoa,BFT397017,3.0,2.0,0.0,148.69,738.0,76.06,2.0,2.0,0.34,0.31,9166.0,50000000,485923.686,50470303,1/5/25,7/6/87,079e54548b679f6f5ca5435d2b8c8090
Bui Van Quyen,BFT149404,3.0,2.0,1.0,98.28,880.0,108.97,2.0,0.0,0.68,0.38,13210.0,75000000,4863221.0,79863221,12/12/24,14/5/83,64f01a79e4ee6781539a010f13e2e4a3
Tran Van Hue,BFT179481,2.0,3.0,0.0,37.55,633.0,94.21,1.0,1.0,0.53,0.27,11710.0,75000000,-15595.228,74985773,6/10/24,13/7/82,80a6740ea7d71b42c221eca318c0ff16
Pham Thi Hien,BFT212213,3.0,0.0,1.0,45.92,620.0,77.9,1.0,2.0,0.52,0.27,12285.0,250000000,-1863037.794,248193525,27/6/24,18/3/89,d980be3fc557e25c71b2721d715a981d
Le Van Thai,BFT555986,3.0,3.0,0.0,250.38,568.0,70.43,1.0,1.0,0.94,0.25,16344.0,100000000,990519.0,100957301,1/12/24,7/6/86,74af1a43047eed24619998d5b70ea40f
Bui Thi Dung,BFT479023,3.0,2.0,1.0,80.15,538.0,86.13,2.0,1.0,0.63,0.33,11993.0,250000000,9313628.0,258532870,18/3/25,4/11/80,734ac6fb08a8e6244f999fd278c0dd80
Vu Thi Bao,BFT902810,1.0,3.0,1.0,129.97,715.0,112.67,0.0,1.0,0.58,0.3,4780.0,92000000,1514038.782,93643729,28/3/25,22/6/85,987689615532a19b4c4c0161aa5c5d8e
Truong Van Hoa,BFT933336,3.0,2.0,0.0,3.16,670.0,74.84,1.0,1.0,0.55,0.28,10681.0,80000000,-1169592.731,78691472,19/11/24,9/1/95,38bfefa9863b681cf246e31c3cc76682
Hoang Thi Tam,BFT825867,3.0,1.0,0.0,2.5,480.0,80.94,0.0,1.0,0.43,0.21,7518.0,75000000,-4681418.0,70318583,23/7/24,16/3/82,f62c12be66f3042036220aec2182a37a
Vu Van Y,BFT209764,0.0,1.0,2.0,170.4,545.0,103.19,1.0,1.0,0.47,0.24,6850.0,300000000,4016635.82,304010241,28/6/24,10/11/90,1e7fe3476ee2dfa13bcb2504836fc126
Vu Van Bao,BFT945034,3.0,0.0,0.0,140.71,554.0,88.0,1.0,2.0,0.48,0.24,9347.0,56000000,-1802679.0,54197321,30/7/24,24/12/82,11a9bbeec574bc846f9b5665a16dc1cf
Nguyen Thi Lieu,BFT516446,1.0,2.0,2.0,84.36,431.0,93.66,0.0,0.0,0.4,0.19,13584.0,200000000,-1701666.609,198157360,16/2/25,28/3/90,9f76e784742e8399b39e514c23cb1925
Tran Van Thai,BFT224287,5.0,3.0,0.0,46.72,585.0,55.3,1.0,1.0,0.5,0.25,10487.0,65000000,-1002065.0,63950497,25/11/24,19/9/88,ce0d95fd47b35b73cafcbcfd04a11015
Pham Thi Le,BFT483432,2.0,3.0,2.0,187.4,326.0,55.76,0.0,1.0,0.34,0.14,8217.0,80000000,-1821600.0,78178400,19/11/24,18/9/88,97cc658da04684b0c9556077f4bea02e
Pham Van Huu,BFT470300,2.0,2.0,2.0,42.0,634.0,93.81,1.0,0.0,0.53,0.27,10390.0,75000000,2121906.899,77134344,20/1/25,2/8/90,175f46a4c0ef14d97017f698cf2b6588
Tran Thi Linh,BFT464080,2.0,0.0,1.0,125.23,613.0,91.04,0.0,0.0,0.52,0.26,9774.0,75000000,-2490988.705,72388628,6/11/24,14/1/93,d45b8829ddfdf3656a554ebc770c26bf
Vu Thi Hong,BFT480213,3.0,2.0,0.0,238.83,568.0,69.98,1.0,1.0,1.0,0.25,8265.0,65000000,-397605.6,64539553,30/8/24,21/10/85,8d37e8b1181c4aed16cd804244fa3bf3
Pham Thi Thinh,BFT697949,5.0,3.0,1.0,62.79,703.0,123.28,2.0,1.0,0.57,0.3,9270.0,75000000,4978647.204,80561402,19/2/25,16/10/81,99c439acfa68f4a741472f9968937b3e
Dang Van Nhut,BFT982353,3.0,3.0,1.0,90.92,643.0,47.48,1.0,0.0,0.53,0.28,9006.0,250000000,-1544577.383,248703225,30/1/25,27/5/84,c2268c78ff6d822785f96d86a9d71729
Dinh Van Thinh,BFT792500,3.0,3.0,0.0,195.12,962.0,48.82,3.0,1.0,0.72,0.41,10554.0,80000000,3455113.0,83961377,21/1/25,17/2/86,c7bd97139e04374f517691c8f6c1c122
Duong Thi Kim,BFT197925,2.0,1.0,0.0,116.19,636.0,116.09,1.0,1.0,0.53,0.27,12347.0,75000000,-553420.716,74548800,23/12/24,25/3/82,fdc9dbb44f176e8aee6c9fa7727f53b3
Nguyen Thi Cam,BFT235944,2.0,3.0,0.0,567.0,454.0,112.33,0.0,0.0,0.41,0.2,8723.0,87000000,-1763331.236,85330653,19/5/25,30/10/90,8bfc88399b9afaf5ebc4609007106d01
Duong Van Nam,BFT973952,2.0,2.0,1.0,279.81,602.0,93.41,1.0,1.0,0.51,0.26,10081.0,100000000,1402905.45,101490087,15/1/25,26/4/84,c6964ba50d8eeb88d84f1f664da96890
Pham Van Thong,BFT700611,2.0,1.0,0.0,92.42,372.0,121.06,0.0,1.0,0.47,0.17,8492.0,92000000,-4928814.732,87613974,21/8/24,4/2/80,42ae47e0399e7cb9711403412298938b
Truong Thi Quang,BFT769600,7.0,5.0,1.0,166.1,694.0,81.34,2.0,1.0,0.57,0.29,12087.0,87000000,6695322.0,94307708,22/10/24,21/5/83,07d6607523665741ad5914e2442dbdfd
Do Van Dong,BFT856480,4.0,2.0,1.0,427.45,452.0,102.61,0.0,1.0,0.41,0.19,12630.0,65000000,102908.9124,65091580,19/4/25,19/5/86,a1e38d0ddbca6f7306087d69791027cc
Bui Van Man,BFT314096,8.0,2.0,2.0,162.95,527.0,71.95,1.0,0.0,0.46,0.23,12915.0,75000000,2499292.558,77612683,10/10/24,14/4/85,382e09d6998df8d28ed516cc9c02b844
Duong Thi Dao,BFT427704,3.0,1.0,0.0,186.03,725.0,83.4,2.0,1.0,0.59,0.31,11336.0,250000000,1896537.452,251763680,30/4/25,21/1/90,ae15019bd99bc22112e4146684afeb3d
Bui Van Thanh,BFT475054,1.0,1.0,0.0,32.57,930.0,83.39,3.0,1.0,0.71,0.4,7739.0,50000000,1460469.0,51484669,3/8/24,12/2/86,91f5e72995932ed50a2178dcbd88c3a5
Nguyen Van Toan,BFT243074,2.0,2.0,1.0,125.85,652.0,97.21,1.0,1.0,0.54,0.28,12339.0,56000000,1056002.0,57107617,19/11/24,22/2/87,247bceb408cd26b26632a9ca83e820d0
Tran Thi Truc,BFT833150,4.0,2.0,0.0,117.45,709.0,102.76,2.0,1.0,0.58,0.3,12257.0,75000000,2285267.602,77205431,17/1/25,19/9/87,3b306844400b14355f82a3665f2ed87a
Dinh Thi Dien,BFT260114,3.0,2.0,0.0,79.58,255.0,69.51,0.0,0.0,0.35,0.11,12019.0,56000000,-4309367.872,51472294,6/8/24,11/1/82,8f63747b1186120574668d72cf922712
Do Van Khanh,BFT457215,4.0,1.0,1.0,100.19,476.0,150.4,0.0,1.0,0.42,0.21,5269.0,92000000,414167.421,92421845,8/10/24,6/5/81,7608b36954c3a1f78d912365f70f81f6
Dang Van Cong,BFT132906,2.0,2.0,1.0,164.51,538.0,70.14,2.0,1.0,0.63,0.33,13437.0,56000000,1446973.0,57397097,29/11/24,3/6/88,918dc358963903ddb378c7311772ab1a
Dang Van Bich,BFT110237,1.0,2.0,1.0,114.94,715.0,59.54,0.0,1.0,0.58,0.3,8773.0,80000000,-1525162.62,78442272,24/4/25,8/6/96,24b52467418adee7d8ee23ee3b7b3258
Truong Thi Hoai,BFT619469,1.0,1.0,1.0,238.74,567.0,133.45,1.0,1.0,0.88,0.25,10111.0,80000000,2314404.245,82511629,14/5/25,29/9/84,efc3352b432fe4fc7d4d9afa17c16fbe
Truong Thi Phuong,BFT255882,2.0,2.0,0.0,179.47,859.0,105.43,2.0,0.0,0.67,0.37,10646.0,80000000,2591042.294,82647294,21/3/25,13/9/85,0048d9b436267d11a30c603fd849dc38
Le Van An,BFT427672,1.0,3.0,2.0,133.14,713.0,95.0,0.0,1.0,0.58,0.3,11353.0,80000000,2830313.884,83002030,3/9/24,2/5/00,54df82c7be4e6878227270836678b31d
Le Van Hoi,BFT701922,2.0,1.0,2.0,103.88,671.0,76.45,1.0,1.0,0.55,0.29,11584.0,250000000,5657661.319,255456323,6/2/25,11/10/89,d3b554a4495d08d08e43c6c139f8d2e6
Hoang Van Quang,BFT622840,3.0,3.0,1.0,65.84,396.0,108.37,0.0,0.0,0.38,0.17,13298.0,92000000,-998338.0,91001662,9/5/25,4/2/85,6f7960be581ffff343491affd866b80e
Do Thi Nu,BFT249401,7.0,2.0,1.0,112.77,693.0,135.68,2.0,1.0,0.56,0.29,9492.0,50000000,3708562.004,53923989,18/12/24,26/10/82,f50aecb7d15170cdea3e8c6078682715
Nguyen Van Xuan,BFT382371,3.0,1.0,0.0,148.25,657.0,49.15,1.0,1.0,0.54,0.28,12447.0,92000000,-3360521.0,88639479,27/9/24,29/6/84,7884fe344407e6cd7cef029df071655a
Ho Thi Hao,BFT163898,3.0,1.0,0.0,106.48,291.0,79.58,0.0,0.0,0.59,0.12,14419.0,65000000,-4509480.239,60308001,13/8/24,2/7/96,e2c193933bb6a94b788ec4cf26010c47
Duong Thi Mai,BFT231288,5.0,2.0,0.0,127.93,822.0,61.69,2.0,1.0,0.66,0.36,3456.0,250000000,3589496.171,253956515,26/11/24,13/12/02,c33bd99ba1bd1fe00416380730ea750a
Le Van Khoa,BFT183273,1.0,3.0,0.0,90.08,572.0,72.67,1.0,1.0,0.49,0.25,5757.0,65000000,-1776083.514,63289597,4/9/24,6/2/85,4abe328bb6aac9ff2da321a9741c32db
Truong Van Tu,BFT598334,3.0,3.0,0.0,77.24,421.0,87.99,0.0,2.0,0.4,0.18,14827.0,92000000,-2557307.873,89409584,9/8/24,24/2/86,ae345cd8fbed59c620a0dac77dfd2180
Bui Van Huan,BFT789184,4.0,2.0,1.0,74.18,514.0,90.47,1.0,2.0,0.45,0.22,7750.0,56000000,557888.848,56551406,2/4/25,18/2/89,d617a91e378f5708faf6ae757cf26947
Do Van Bao,BFT666874,5.0,1.0,1.0,31.97,493.0,97.19,1.0,2.0,0.52,0.27,16136.0,400000000,1.044221972E7,410260432,26/1/25,6/3/85,d33110381ebcbe8f7e452383430f10bf
Nguyen Thi Thuong,BFT604736,3.0,2.0,1.0,210.33,491.0,93.5,0.0,0.0,0.43,0.21,7755.0,87000000,-1815716.612,85181143,11/11/24,19/7/83,0e9bef0ae34148eee9ef566c3edbbc6b
Vu Van Phong,BFT573189,1.0,2.0,1.0,134.83,765.0,102.05,2.0,2.0,0.62,0.32,9141.0,250000000,1.178629859E7,262681983,19/5/25,16/6/81,3f9a1cc450c1f2a7e378bf5f4b5056c3
Duong Thi Phuong,BFT159069,3.0,2.0,2.0,102.4,646.0,51.99,1.0,0.0,0.54,0.25,10418.0,87000000,-479378.15,86518098,28/2/25,14/3/91,706f411b94eb49e91471a3a95eb9d2fd
Le Van Hieu,BFT309573,2.0,1.0,1.0,162.87,422.0,60.04,0.0,1.0,0.4,0.18,11695.0,80000000,-4218760.699,75800936,21/7/24,6/11/84,91743c2e8a33847741f069727b5534ab
Truong Van Lieu,BFT590321,5.0,1.0,1.0,179.73,472.0,131.8,0.0,1.0,0.42,0.2,11768.0,100000000,533843.0,100533843,6/3/25,14/10/86,57dc7ac51185eabfa1c9b93059fe1a3f
Dang Thi Hong,BFT171495,0.0,2.0,1.0,119.65,673.0,75.2,1.0,1.0,0.54,0.29,12097.0,80000000,-2364944.107,77364136,18/3/25,13/6/82,b4797a75f9b2b7f636c6124346a84041
Dang Van Nhan,BFT948104,3.0,2.0,1.0,148.34,844.0,124.09,2.0,1.0,0.66,0.36,8239.0,56000000,4254016.621,60072778,18/6/24,7/6/88,b248b193a4a8db42e0b4565cdb85741c
