name,id,vio_1,vio_2,vio_3,km,change_acc,avg_speed,collision,collided,max_acc,avg_acc,total_distance,annual_pay,csh_dis,final,payment_due,birth_date,phash
Bui Van Linh,BFT378054,4.0,3.0,0.0,45.12,611.0,53.39,1.0,0.0,0.52,0.26,9545.0,100000000,-2624361.808,97406110,4/9/24,26/3/88,e3b1e9d81dc529491f767bb23b34cc8b
Vu Van Hoang,BFT304614,3.0,2.0,1.0,19.27,672.0,88.42,1.0,0.0,0.55,0.29,6715.0,65000000,392048.0,65392048,4/2/25,27/12/85,cbc568aadc623868ac3f5433465e9c28
Le Thi Thai,BFT943290,3.0,4.0,0.0,229.24,610.0,119.24,1.0,0.0,0.52,0.26,11115.0,65000000,1523854.322,66602202,12/2/25,22/10/87,4bb6f2d1965fc965831bf031d70256dc
Truong Van Phong,BFT853046,2.0,2.0,1.0,142.0,589.0,74.05,1.0,1.0,0.5,0.25,11084.0,75000000,-75642.0356,74925893,4/7/24,1/6/81,9840ad07631f236298ebd2955604fffb
Ngo Van Hung,BFT714229,3.0,2.0,0.0,111.28,676.0,116.02,1.0,1.0,0.56,0.29,2646.0,92000000,358400.2144,92381086,22/8/24,10/5/88,832f3abf990063488aebe7cb2d59929d
Dang Thi Bao,BFT173253,3.0,3.0,0.0,107.57,611.0,76.97,1.0,0.0,0.52,0.26,10613.0,87000000,-1311987.492,85799835,30/1/25,13/5/84,c05f68a638c033c026b17a132306ded9
Bui Van Vu,BFT475501,4.0,0.0,1.0,57.47,437.0,76.77,0.0,0.0,0.4,0.19,11587.0,92000000,-5323770.576,87038247,24/9/24,10/7/94,48314991d4757165bb6d20e0e82344d2
Hoang Thi Quyen,BFT501917,2.0,1.0,2.0,80.97,353.0,58.34,2.0,1.0,0.37,0.16,12074.0,45000000,-241400.0435,44779311,3/5/25,25/2/94,923182e003c5e4bffd82dd5de1264f7e
Vu Van Thanh,BFT368553,4.0,3.0,1.0,9.94,919.0,87.34,3.0,0.0,0.71,0.39,16219.0,80000000,7617361.98,87020424,3/5/25,23/4/81,0d2a25a15cbb77438bbd2237f9f8b386
Duong Van Binh,BFT718002,3.0,4.0,0.0,176.65,609.0,89.26,1.0,0.0,0.52,0.26,5970.0,56000000,79907.0657,56078513,20/7/24,18/6/89,c3ea88fb550e10e5221676fa803af6d0
Dang Thi Hong,BFT385306,2.0,1.0,2.0,229.96,407.0,72.74,0.0,1.0,0.39,0.18,11171.0,65000000,-1378967.981,63613661,26/8/24,18/11/83,10069c2638275b43bee3fc90b45400b3
Dinh Thi Dung,BFT339764,3.0,1.0,1.0,224.19,539.0,88.56,2.0,1.0,0.63,0.33,9432.0,56000000,1574492.0,57502091,28/11/24,26/4/02,4d3dbcada8fca403c70107bfc1639210
Dang Van Hai,BFT279814,2.0,3.0,0.0,152.33,631.0,138.43,1.0,4.0,0.52,0.27,6587.0,100000000,4110841.0,104287038,9/5/25,19/8/90,7133641ebd352c57018afd65d0e886ad
Nguyen Thi Tho,BFT846646,4.0,2.0,0.0,63.43,779.0,106.03,1.0,3.0,0.37,0.23,3472.0,250000000,2268537.0,252165875,13/11/24,14/8/82,4a4ac6720dee6a88b2091837bbdfbebd
Tran Van Loc,BFT500876,0.0,3.0,1.0,115.9,603.0,102.53,1.0,0.0,0.51,0.26,8670.0,50000000,519842.0,50499560,19/9/24,18/1/89,f67c7b76c252af2f9150d7a6f2f3edbd
Tran Van Tuong,BFT479657,2.0,2.0,2.0,572.45,456.0,87.57,0.0,1.0,0.41,0.2,10219.0,50000000,618977.0,50582676,27/9/24,22/6/93,b3d1fb024c9ddbd1c0372444a3806ae0
Dang Thi Tu,BFT386171,5.0,4.0,1.0,232.32,600.0,47.74,1.0,1.0,0.51,0.26,12460.0,87000000,1814980.367,88999972,20/11/24,23/6/80,54a5edffba7ad9fe550743da04aa6ebf
Dang Thi Lan,BFT116462,4.0,3.0,0.0,151.39,751.0,51.3,2.0,1.0,0.61,0.32,10285.0,56000000,853397.0,56837978,28/1/25,7/5/82,0d565b999e6778b6384973209aa7f5ad
Tran Thi Huong,BFT681072,5.0,4.0,0.0,169.99,599.0,110.28,1.0,1.0,0.5,0.26,10977.0,75000000,2522904.523,77333017,19/8/24,15/11/86,5db4e07b576edfacf3b6edd95ba64d70
Nguyen Thi Khiet,BFT586443,2.0,3.0,0.0,90.66,517.0,116.32,1.0,0.0,0.45,0.22,9467.0,56000000,-380445.2589,55577715,9/8/24,11/7/99,9b7ec6d348085032c1b5312ccfdfb647
Le Van Thanh,BFT102308,3.0,3.0,1.0,63.26,904.0,62.89,3.0,2.0,0.7,0.39,10231.0,80000000,6427769.774,86093828,1/9/24,24/2/81,c1a62df21426912649bb9c1769ba3f06
Dinh Thi Linh,BFT213730,3.0,1.0,2.0,128.7,523.0,85.18,1.0,2.0,0.46,0.23,10995.0,80000000,1976827.532,81766857,26/12/24,15/1/92,7313167b75c1729af42e009f0a984098
Pham Thi Bao,BFT865494,5.0,3.0,1.0,77.93,614.0,73.9,0.0,1.0,0.52,0.26,13786.0,250000000,2168436.848,252064195,30/4/25,11/12/87,8e557141b415acf9378ba3d1a93ac91d
Tran Van Khanh,BFT366310,3.0,2.0,1.0,192.68,745.0,87.37,2.0,1.0,0.6,0.32,13058.0,100000000,4685001.553,104743964,26/7/24,12/12/84,1fac3a23543284a49d9ed4077c4845fa
Tran Van Nam,BFT540411,4.0,1.0,1.0,51.26,759.0,64.77,2.0,2.0,0.61,0.32,8371.0,100000000,2681677.579,102723133,12/8/24,31/12/81,4b44c6a40187436ebad1b0dd2404deb0
Truong Thi Nhung,BFT241963,5.0,4.0,2.0,165.4,413.0,89.74,0.0,2.0,0.39,0.18,10130.0,80000000,2808828.0,82886771,6/1/25,24/4/80,254ff291622b499feee6abca99791bcc
Vu Thi Diem,BFT340650,4.0,5.0,0.0,186.73,504.0,75.82,1.0,0.0,0.45,0.22,11198.0,80000000,188942.424,80205787,3/9/24,14/10/87,6dc5e57aa9925edc19e7e1fce0be51fb
Ngo Thi Lan,BFT263035,0.0,2.0,0.0,158.37,550.0,61.11,1.0,1.0,0.48,0.24,7595.0,80000000,-3783120.0,76320280,23/2/25,11/2/86,b5f286bf0ab75cd7d02ca3318f6196fb
Tran Thi Cuc,BFT301730,0.0,2.0,2.0,105.54,503.0,65.05,1.0,0.0,0.45,0.22,11356.0,87000000,-543987.4398,86444514,13/3/25,7/2/82,f5240594d071259a43a5d633f884d0ba
Ngo Thi Huong,BFT700127,0.0,3.0,1.0,205.24,741.0,92.57,2.0,0.0,0.34,0.31,10205.0,87000000,2592728.0,89651322,25/3/25,14/2/90,4637de1ec8b089b70457b649a6cd1d50
Duong Van Hanh,BFT210382,4.0,3.0,0.0,119.6,668.0,47.41,1.0,1.0,0.55,0.28,9727.0,92000000,-1303062.514,90639182,25/4/25,26/6/90,a49797ebd2b7e0ddc2888dcd57cdeff3
Nguyen Thi Thien,BFT954551,3.0,1.0,1.0,71.92,370.0,93.47,2.0,2.0,0.47,0.16,9211.0,80000000,255273.0,80255273,23/6/24,17/7/88,abc72ee757024cdd7fd1e1e1ae08cb5b
Dang Thi Thuy,BFT717001,4.0,4.0,0.0,59.38,377.0,101.3,0.0,2.0,0.47,0.17,10915.0,56000000,-631370.7891,55389449,3/1/25,29/2/84,109958afacbad1153b1bd8ec9149ef4e
Bui Van Khiet,BFT515364,0.0,1.0,1.0,113.43,635.0,46.93,1.0,1.0,0.53,0.27,11960.0,56000000,-1780459.481,54325970,12/9/24,20/7/83,b46a2f0789fbf7097ce29121219cee91
Ngo Van Thuan,BFT966007,1.0,2.0,1.0,222.55,650.0,85.41,1.0,0.0,0.54,0.28,16698.0,87000000,831857.376,87807315,12/3/25,30/6/84,0586e18fc1a474ce3dd9da9e49b686c4
Hoang Van Bao,BFT246950,2.0,2.0,1.0,187.91,607.0,88.97,1.0,1.0,0.51,0.26,6240.0,92000000,574629.3918,92588639,15/4/25,1/4/96,c973ba5e49b77440a9877f26696003c4
Bui Thi Thuan,BFT333409,1.0,2.0,1.0,163.43,705.0,47.09,2.0,0.0,0.58,0.3,12952.0,87000000,380692.1261,87418729,29/5/25,5/10/87,90fcfcf1ae05c28d6740edd979ef6970
Do Van Giap,BFT971439,1.0,2.0,1.0,141.22,505.0,55.38,1.0,1.0,0.45,0.22,13683.0,300000000,-6716261.52,293546400,25/2/25,22/9/82,40468f37cef8e146bdcd0326e228dbe8
Nguyen Van Manh,BFT739803,0.0,2.0,2.0,143.16,468.0,130.67,0.0,0.0,0.42,0.2,7390.0,56000000,397285.7673,56395117,18/10/24,30/8/85,1e305c9d92777ed78653a3a982ab5103
Vu Thi Nhi,BFT871761,0.0,1.0,0.0,126.71,643.0,80.7,1.0,0.0,0.53,0.28,10866.0,50000000,-2109463.097,47979635,5/1/25,18/9/84,3d5139815d82aa9bd53d5c0760850cc9
Ngo Van Tin,BFT712296,3.0,3.0,1.0,76.37,705.0,55.58,2.0,0.0,0.58,0.3,5412.0,56000000,1102198.59,57044738,17/12/24,6/1/82,588eca62b984e6b6e1e304a38e8474ae
Do Van Thanh,BFT319407,1.0,4.0,1.0,163.2,940.0,79.45,3.0,0.0,0.71,0.4,7038.0,75000000,5772950.991,80994757,12/10/24,5/1/91,62a47a8212c7786c16e89d40cf69d0e1
Tran Van Quan,BFT780439,2.0,4.0,1.0,84.22,351.0,86.8,2.0,0.0,0.36,0.16,12393.0,45000000,596490.0,45572777,8/10/24,13/11/82,2778060d8fcadffef9b4a9d108c64366
Ngo Van Khoi,BFT191382,3.0,2.0,1.0,129.2,554.0,66.78,1.0,0.0,0.48,0.24,14141.0,250000000,-2198488.0,247862225,17/8/24,5/5/87,01a7d6d6a1563ab17532c227e5c54d67
Le Van Tuong,BFT755929,4.0,3.0,1.0,115.36,383.0,62.13,0.0,2.0,0.38,0.17,11274.0,65000000,-1412007.272,63651894,22/1/25,5/8/93,a0c69b085f63e8db90babde22c931c02
Ngo Van Quoc,BFT500202,3.0,2.0,1.0,125.3,472.0,118.69,0.0,0.0,0.42,0.2,11420.0,56000000,-433717.9176,55554419,30/12/24,17/12/80,e2dc01ae9c5dfd1accc6b6af44d51d57
Dang Van Bao,BFT569852,0.0,2.0,1.0,135.09,475.0,145.34,0.0,2.0,0.42,0.21,11487.0,56000000,580882.6368,56546816,7/12/24,6/9/82,c59fcab0dc7e8550501f03263be7ba63
Dinh Van Khoa,BFT770521,5.0,3.0,2.0,117.89,466.0,52.75,0.0,2.0,0.42,0.2,11364.0,45000000,456965.0,45435827,27/3/25,5/6/95,2f848fc15c63f605d4892c02af6a4bd7
Bui Van Hieu,BFT667927,4.0,3.0,1.0,141.68,408.0,72.33,0.0,0.0,0.39,0.18,9636.0,80000000,-2085279.629,77875632,1/11/24,11/5/02,bbfd7a7af7136d319b0617f3278fa039
Pham Van Uyen,BFT702427,2.0,2.0,1.0,113.08,1100.0,107.4,0.0,1.0,0.49,0.52,5241.0,75000000,2960309.35,78240181,3/9/24,9/4/89,b77bc61aa37444a365f78ee45959a7fd
Dang Thi Tuyet,BFT855829,0.0,2.0,1.0,267.2,533.0,39.7,2.0,1.0,0.62,0.32,12674.0,80000000,56925.0715,80055898,2/3/25,9/4/90,bd6b3c05c2f746f8d251195a45cb2532
Ngo Van Tan,BFT406326,4.0,3.0,0.0,84.12,777.0,88.93,1.0,1.0,0.37,0.23,9022.0,92000000,180962.232,92183172,18/6/24,30/7/82,0d6414df836ce8ddb0db0ecf0d29a097
Truong Van Lam,BFT739870,4.0,2.0,0.0,104.5,483.0,49.92,0.0,1.0,0.43,0.21,11049.0,87000000,-4670258.809,81873482,11/5/25,26/9/91,210660b561dccedf902955c1b31809bd
Do Van Lau,BFT695006,5.0,2.0,1.0,79.53,521.0,102.68,1.0,0.0,0.46,0.23,13885.0,80000000,1117854.0,81184293,6/7/24,3/6/85,fbe28fe8220f5bd5555bcb618f746ab4
Ngo Van Quyet,BFT742344,1.0,3.0,2.0,157.52,565.0,61.56,1.0,1.0,0.83,0.24,15582.0,87000000,3102893.0,90102893,26/10/24,9/4/92,bae1bf22344e8102800f5289b7fa2195
Vu Thi Cuc,BFT806576,3.0,2.0,1.0,87.3,721.0,90.8,2.0,1.0,0.59,0.31,11622.0,80000000,3612689.877,83405702,8/11/24,2/10/94,95c1e3a2f00dd944681c9307fb3f2eba
Vu Van Manh,BFT164585,8.0,2.0,1.0,106.56,525.0,83.17,1.0,1.0,0.46,0.23,10143.0,75000000,1466577.567,76493121,8/1/25,13/7/84,a33481cd9e1ed38a8b1a8722b5feb0c6
Hoang Van Nhan,BFT306513,2.0,3.0,1.0,79.69,642.0,86.12,1.0,1.0,0.53,0.28,12275.0,80000000,1680198.179,81751301,6/3/25,15/2/85,6b485a7eaf2533c2c8da49f83dc439b3
Dang Van Vinh,BFT358622,3.0,1.0,1.0,145.74,386.0,74.87,0.0,1.0,0.38,0.17,9546.0,120000000,-5938402.241,114488460,7/10/24,8/7/81,ceb2a30d3802a5ccec7c7ec9887272b0
Nguyen Thi Phung,BFT897821,1.0,3.0,0.0,132.7,771.0,95.65,1.0,0.0,0.46,0.23,12207.0,100000000,-560950.2012,99427000,25/1/25,31/10/89,20963eb521bb1aeb8b4c1fc750d0b1dd
Truong Thi Vi,BFT326489,4.0,3.0,0.0,112.28,786.0,94.61,1.0,1.0,0.47,0.24,7783.0,56000000,532344.0,56532344,19/9/24,25/9/84,e513023371e2235fc6450e2c4db8c6da
Dang Thi Mai,BFT813804,8.0,3.0,1.0,79.44,527.0,60.09,1.0,1.0,0.46,0.23,6629.0,50000000,678053.0,50678053,29/10/24,31/8/91,b02588a0534634c42a05f29646db3ecd
Tran Van Quoc,BFT635528,2.0,3.0,1.0,14.75,498.0,99.42,1.0,3.0,0.45,0.22,8341.0,45000000,962504.0,45998345,31/1/25,10/6/92,8c7646f35a18416c8aedd0ba0732efef
Tran Van Thieu,BFT487612,9.0,1.0,0.0,181.53,371.0,76.18,0.0,0.0,0.47,0.16,13171.0,50000000,-2362004.0,47712345,9/3/25,7/6/81,a2f73d7eeb59084dff74069081b5e9e9
Bui Van Son,BFT895983,1.0,4.0,1.0,94.31,574.0,83.73,1.0,2.0,0.49,0.25,10342.0,45000000,1122200.583,46133268,21/2/25,20/1/90,aac59cb7a88d9ce1c36d9752749724af
Hoang Van Phuc,BFT752596,2.0,3.0,2.0,132.96,568.0,70.04,1.0,0.0,0.99,0.25,13033.0,75000000,2753435.237,78078233,21/3/25,22/12/81,8ba361ced5d9876bbde1b1d36d5d6989
Dang Thi Loan,BFT307309,4.0,3.0,1.0,11.82,330.0,98.42,0.0,1.0,0.25,0.14,10593.0,45000000,-925935.0,44095856,13/7/24,12/2/89,222e6605b62fce1e8c486fcc588f7b9c
Do Van Bao,BFT455257,4.0,0.0,0.0,100.03,493.0,109.72,1.0,3.0,0.44,0.21,10512.0,75000000,-1277580.0,73771440,14/4/25,14/7/82,47edc0e2fb0f2487eeff8e627b244b87
Do Van Tinh,BFT256204,4.0,3.0,2.0,198.18,378.0,50.75,0.0,3.0,0.47,0.17,10347.0,75000000,579732.0,75552494,15/10/24,15/2/85,418e22f7213509eaffe08b01844c49b7
Hoang Thi Mai,BFT577388,2.0,1.0,1.0,212.04,810.0,34.91,2.0,0.0,0.65,0.36,11161.0,92000000,323916.2424,92347410,18/5/25,26/12/86,afdaac35d9b68a1714d4c7d76c7990d0
