id,name,vio_1,vio_2,vio_3,km,change_acc,avg_speed,collision,collided,max_acc,avg_acc,total_distance,annual_pay,payment_due,birth_date,phash,predicted_perc,csh_dis,final
BFT475471,Dang Van Phuoc,3.0,2.0,0.0,95.005,425.0,115.0,0.0,0.0,0.4,0.19,8716.0,56000000,5/5/25,7/8/83,24dd45ebb347d2b9288551ae1047aacc,-4.202030515532773,-2353137.0886983527,5.835313708869835E7
BFT257004,Vu Van Phuong,3.0,0.0,1.0,93.2,573.0,85.12,1.0,0.0,0.49,0.25,9146.0,56000000,20/5/25,23/4/94,615da8636b333ac0eb7fc1167cd2d58d,-2.3721952792191026,-1328429.3563626974,5.73284293563627E7
BFT640688,Hoang Van Chung,3.0,3.0,0.0,84.69,721.0,87.11,1.0,0.0,0.59,0.31,11501.0,80000000,2/8/24,7/5/81,8887dabf9f28b7edd6aa9bbfc4a3266a,0.4060153656060237,324812.29248481896,7.967518770751518E7
BFT343206,Pham Thi Lan,4.0,3.0,1.0,210.42,607.0,77.64,1.0,1.0,0.51,0.26,3988.0,80000000,9/10/24,6/2/90,e35659b90efdac4052f52b83fef81f48,1.6635190167101186,1330815.2133680948,7.866918478663191E7
BFT849375,Tran Thi Hoan,3.0,1.0,0.0,101.75,607.0,94.48,1.0,0.0,0.55,0.29,10218.0,80000000,17/6/24,28/2/87,d8b251618c56070a49675f62b6bb7006,-2.3041616631533657,-1843329.3305226925,8.184332933052269E7
BFT590087,Truong Van Linh,2.0,2.0,2.0,134.08,400.0,106.8,0.0,0.0,0.39,0.35,12481.0,120000000,9/9/24,19/9/83,515d09315954020a5eca14ede10ffae1,1.2548380901652791,1505805.708198335,1.1849419429180166E8
BFT599989,Truong Thi Thanh,3.0,2.0,1.0,75.09,976.0,51.31,3.0,1.0,0.73,0.41,9136.0,75000000,20/1/25,26/5/90,0fb5a825722841cd1cf46e5b455cbd59,6.098760600249133,4574070.45018685,7.042592954981315E7
BFT903952,Bui Van Nho,5.0,4.0,0.0,188.74,769.0,76.34,1.0,2.0,0.46,0.23,14294.0,80000000,23/2/25,28/1/89,30ab1e04cc79410fed638ffefcfca550,2.737075104826335,2189660.083861068,7.781033991613893E7
BFT105591,Pham Thi Mai,0.0,2.0,1.0,218.41,599.0,81.30000000000001,1.0,0.0,0.51,0.26,11689.0,75000000,1/8/24,14/3/92,032955ddf485834b3f1b77576346f9c8,-0.7445201001638111,-558390.0751228583,7.555839007512286E7
BFT941215,Truong Van Lam,1.0,3.0,1.0,164.12,605.0,86.26,1.0,1.0,0.585,0.26,5658.0,56000000,25/1/25,19/1/81,e75fd6ef09638bacdeac7d8f1416ff70,1.2531353766476592,701755.8109226892,5.529824418907731E7
BFT210814,Nguyen Van Nam,2.0,1.0,1.0,93.0,607.0,57.68,2.0,0.0,0.66,0.36,2986.0,250000000,12/1/25,25/8/83,b118c95e516119891cea08f1c141f926,-0.49983800366604925,-1249595.009165123,2.512495950091651E8
BFT528410,Tran Van Duong,3.0,3.0,1.0,42.26,264.0,81.67,0.0,1.0,0.35,0.11,11241.0,50000000,21/4/25,3/3/84,b369a603bcfebb2301dce118c763cbe3,-3.5120690484202193,-1756034.5242101098,5.175603452421011E7
BFT233298,Tran Thi Kieu,1.0,2.0,1.0,114.54,801.0,101.85,2.0,2.0,0.65,0.34,9739.0,87000000,16/6/24,15/2/89,6bcf2b33252a4b3eb5fb961f21031d79,5.566954260971748,4843250.207045421,8.215674979295458E7
BFT512088,Bui Van Kha,2.0,2.0,2.0,42.63,312.0,57.44,1.0,1.0,0.6,0.13,9933.0,92000000,29/12/24,30/6/82,c5366280e52009a31440da20dc03004c,-1.1045086436037437,-1016147.9521154441,9.301614795211545E7
BFT993861,Pham Van Thai,1.0,1.0,0.0,136.7,492.0,115.37,1.0,2.0,0.44,0.21,13538.0,65000000,31/7/24,17/8/81,8eaca63f6db6bffc04cad13dd23069aa,-1.773355902629742,-1152681.3367093324,6.6152681336709335E7
