id,name,vio_1,vio_2,vio_3,km,change_acc,avg_speed,collision,collided,max_acc,avg_acc,total_distance,annual_pay,payment_due,birth_date,phash,predicted_perc,csh_dis,final
BFT950242,Vu Van Uyen,3.0,1.0,1.0,117.22,1120.0,47.04,0.0,1.0,0.485,0.53,12806.0,100000000,17/1/25,25/11/85,7447f73c7fa3889419b1eb5d215a7c8b,1.0268080154701096,1026808.0154701096,9.89731919845299E7
BFT217828,Nguyen Thi Long,3.0,2.0,0.0,89.75,524.0,71.78,1.0,0.0,0.46,0.23,12159.0,56000000,23/5/25,6/1/88,39e9c22c855dd76553360be683b92ee5,-3.590437807837386,-2010645.172388936,5.801064517238893E7
BFT580595,Duong Van Hieu,3.0,3.0,0.0,233.43,575.0,92.36,1.0,0.0,0.49,0.25,11013.0,80000000,11/1/25,1/12/91,00b33fabcacdde07d8a4841a178c8008,-0.52902332917499,-423218.66333999194,8.042321866333999E7
BFT461558,Duong Van Minh,3.0,0.0,1.0,161.18,528.0,79.07,1.0,2.0,0.46,0.23,14376.0,92000000,25/7/24,22/8/89,34dbce8671a3d87540eb5951b8cea1dc,-1.1586156889852255,-1065926.4338664075,9.306592643386641E7
BFT410487,Vu Van Thai,4.0,2.0,1.0,88.93,548.0,68.58,1.0,1.0,0.48,0.24,20123.0,87000000,15/5/25,17/6/99,03291b148abd2319e11ee4aa215e8627,0.7286809564346655,633952.432098159,8.636604756790183E7
BFT700090,Truong Thi Diep,2.0,2.0,1.0,180.49,727.0,62.25,2.0,0.0,0.59,0.31,7736.0,80000000,26/12/24,21/11/85,129d143ff9bf9c2fa35cff6f29681836,1.5190294227131886,1215223.538170551,7.878477646182945E7
BFT679744,Vu Thi Ha,4.0,3.0,0.0,161.03,791.0,92.23,2.0,1.0,0.5549999999999999,0.33,5619.0,87000000,23/4/25,5/9/83,73d6048b49787df7384bfed6eee13df4,3.4898812135621036,3036196.6557990303,8.396380334420097E7
BFT765182,Ngo Thi Thu,4.0,4.0,1.0,56.0,626.0,67.41,1.0,0.0,0.52,0.27,5913.0,92000000,17/12/24,2/3/86,93388823a080b35f9e4c8fb8899ff028,1.4501413271444896,1334130.0209729304,9.066586997902706E7
BFT237992,Bui Van Tan,4.0,2.0,1.0,236.22,459.0,106.83,0.0,1.0,0.42,0.2,6207.0,100000000,17/1/25,9/6/86,52c1bb2d93b9463a5cde47b442047614,-0.7301334117750571,-730133.4117750571,1.0073013341177505E8
BFT147007,Dinh Van Quan,3.0,1.0,0.0,87.83,694.0,89.09,2.0,0.0,0.56,0.29,16730.0,65000000,1/9/24,27/3/84,1371805693cd4ab4a6abb8e6549cf064,0.1562540159598882,101565.11037392732,6.489843488962607E7
BFT752136,Nguyen Van Quyen,4.0,1.0,1.0,177.39,607.0,56.66,0.0,1.0,0.43,0.21,14216.0,100000000,3/11/24,4/12/80,8acc79a17c8396145d75f2d3d3aa6cce,-3.133078680288307,-3133078.6802883064,1.031330786802883E8
BFT335204,Nguyen Van Sang,3.0,2.0,0.0,134.76,646.0,100.68,1.0,2.0,0.54,0.28,10681.0,92000000,15/10/24,25/2/95,035fb64dc00eb3e3cfd5ea8299c7f5cf,0.7055756145807663,649129.5654143051,9.135087043458569E7
BFT538675,Vu Thi Ha,3.0,3.0,0.0,17.35,277.0,75.42,0.0,3.0,0.36,0.12,12847.0,75000000,30/10/24,29/11/88,5a6598f02b20c04478a53e8195c0c10e,-4.611237570502444,-3458428.1778768334,7.845842817787683E7
BFT505490,Nguyen Van Yen,3.0,2.0,0.0,174.59,713.0,58.96,0.0,1.0,0.58,0.3,12582.0,87000000,5/12/24,13/11/82,6d158eb6e1d07184baafed0b6f1a6bfb,-3.057027704733841,-2659614.1031184415,8.965961410311843E7
BFT282368,Le Thi Ngan,3.0,3.0,1.0,168.5,760.0,79.3,2.0,0.0,0.62,0.32,10954.0,87000000,21/7/24,28/2/91,6f5839baec45f99e82fd94eb2d1cdfb1,4.5929640604402096,3995878.7325829826,8.300412126741701E7
